qseqid	sseqid	evalue	identity	coverage	kingdom	phylum	class	order	family	genus	species
GL12187	Mycena_plumbea|KJ705179|SH220734.07FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Tricholomataceae;g__Mycena;s__Mycena_plumbea	8.06E-159	0.976261128	0.866323907	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Mycena	Mycena_plumbea
GL13199	Mycena_plumbea|KJ705179|SH220734.07FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Tricholomataceae;g__Mycena;s__Mycena_plumbea	3.17E-170	0.994029851	0.87012987	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Mycena	Mycena_plumbea
GL14826	Mycena_plumbea|KJ705179|SH220734.07FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Tricholomataceae;g__Mycena;s__Mycena_plumbea	2.32E-159	0.973529412	0.871794872	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Mycena	Mycena_plumbea
GL17706	Mycena_plumbea|KJ705179|SH220734.07FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Tricholomataceae;g__Mycena;s__Mycena_plumbea	6.58E-160	0.978851964	0.855297158	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Mycena	Mycena_plumbea
GL18025	Mycena_plumbea|KJ705179|SH220734.07FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Tricholomataceae;g__Mycena;s__Mycena_plumbea	6.55E-160	0.973214286	0.872727273	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Mycena	Mycena_plumbea
GL09976	Mycena_plumipes|UDB011771|SH223368.07FU|refs|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Tricholomataceae;g__Mycena;s__Mycena_plumipes	2.08E-166	0.976676385	0.859649123	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Mycena	Mycena_plumipes
GL12798	Mycena_polyadelpha|UDB016249|SH190396.07FU|refs|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Tricholomataceae;g__Mycena;s__Mycena_polyadelpha	8.26E-178	0.994269341	0.876884422	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Mycena	Mycena_polyadelpha
GL10385	Mycena_polygramma|UDB015432|SH220760.07FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Tricholomataceae;g__Mycena;s__Mycena_polygramma	2.58E-165	0.976811594	0.851851852	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Mycena	Mycena_polygramma
GL13655	Mycena_polygramma|JF908434|SH220729.07FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Tricholomataceae;g__Mycena;s__Mycena_polygramma	3.48E-176	0.994219653	0.875949367	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Mycena	Mycena_polygramma
GL13699	Mycena_polygramma|UDB015432|SH220760.07FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Tricholomataceae;g__Mycena;s__Mycena_polygramma	1.06E-163	0.984984985	0.847328244	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Mycena	Mycena_polygramma
GL15107	Mycena_polygramma|UDB015432|SH220760.07FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Tricholomataceae;g__Mycena;s__Mycena_polygramma	4.52E-162	0.984848485	0.837563452	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Mycena	Mycena_polygramma
GL15344	Mycena_polygramma|UDB015432|SH220760.07FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Tricholomataceae;g__Mycena;s__Mycena_polygramma	4.39E-136	0.975778547	0.852507375	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Mycena	Mycena_polygramma
GL15380	Mycena_polygramma|UDB015432|SH220760.07FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Tricholomataceae;g__Mycena;s__Mycena_polygramma	4.50E-162	0.973837209	0.87755102	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Mycena	Mycena_polygramma
GL09389	Mycena_pura|FN394610|SH186357.07FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Tricholomataceae;g__Mycena;s__Mycena_pura	0	0.994444444	0.906801008	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Mycena	Mycena_pura
GL10795	Mycena_pura|FN394610|SH186357.07FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Tricholomataceae;g__Mycena;s__Mycena_pura	6.31E-173	0.977839335	0.911616162	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Mycena	Mycena_pura
GL11165	Mycena_pura|FN394610|SH186357.07FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Tricholomataceae;g__Mycena;s__Mycena_pura	9.35E-171	0.975069252	0.913924051	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Mycena	Mycena_pura
GL11198	Mycena_pura|EU517506|SH007973.07FU|reps_singleton|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Tricholomataceae;g__Mycena;s__Mycena_pura	4.17E-175	0.985795455	0.904884319	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Mycena	Mycena_pura
GL12127	Mycena_pura|EU517506|SH007973.07FU|reps_singleton|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Tricholomataceae;g__Mycena;s__Mycena_pura	1.65E-167	0.974431818	0.909560724	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Mycena	Mycena_pura
GL12777	Mycena_pura|FN394610|SH186357.07FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Tricholomataceae;g__Mycena;s__Mycena_pura	1.97E-166	0.971910112	0.936842105	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Mycena	Mycena_pura
GL14258	Mycena_pura|FN394610|SH186357.07FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Tricholomataceae;g__Mycena;s__Mycena_pura	6.09E-160	0.976119403	0.930555556	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Mycena	Mycena_pura
GL14373	Mycena_pura|FN394610|SH186357.07FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Tricholomataceae;g__Mycena;s__Mycena_pura	2.20E-172	0.975	0.911392405	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Mycena	Mycena_pura
GL14554	Mycena_pura|UDB015514|SH186356.07FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Tricholomataceae;g__Mycena;s__Mycena_pura	9.95E-177	0.997101449	0.875634518	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Mycena	Mycena_pura
GL15472	Mycena_pura|EU517506|SH007973.07FU|reps_singleton|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Tricholomataceae;g__Mycena;s__Mycena_pura	5.11E-174	0.988538682	0.89258312	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Mycena	Mycena_pura
GL12391	Mycena_rebaudengoi|JF908477|SH214441.07FU|refs|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Tricholomataceae;g__Mycena;s__Mycena_rebaudengoi	1.40E-168	0.974285714	0.877192982	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Mycena	Mycena_rebaudengoi
GL12553	Mycena_rebaudengoi|JF908477|SH214441.07FU|refs|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Tricholomataceae;g__Mycena;s__Mycena_rebaudengoi	4.01E-169	0.979942693	0.876884422	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Mycena	Mycena_rebaudengoi
GL13955	Mycena_rebaudengoi|JF908477|SH214441.07FU|refs|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Tricholomataceae;g__Mycena;s__Mycena_rebaudengoi	1.69E-167	0.976945245	0.876262626	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Mycena	Mycena_rebaudengoi
GL15315	Mycena_rebaudengoi|JF908477|SH214441.07FU|refs|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Tricholomataceae;g__Mycena;s__Mycena_rebaudengoi	7.15E-166	0.976878613	0.880407125	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Mycena	Mycena_rebaudengoi
GL15632	Mycena_rebaudengoi|JF908477|SH214441.07FU|refs|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Tricholomataceae;g__Mycena;s__Mycena_rebaudengoi	3.03E-164	0.973988439	0.882653061	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Mycena	Mycena_rebaudengoi
GL17993	Mycena_rosella|UDB015861|SH220742.07FU|refs|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Tricholomataceae;g__Mycena;s__Mycena_rosella	6.09E-101	0.985714286	0.843373494	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Mycena	Mycena_rosella
GL14041	Mycena_sanguinolenta|UDB011702|SH220731.07FU|refs|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Tricholomataceae;g__Mycena;s__Mycena_sanguinolenta	1.74E-173	0.99137931	0.910994764	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Mycena	Mycena_sanguinolenta
GL18966	Mycena_sanguinolenta|AB512345|SH190858.07FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Tricholomataceae;g__Mycena;s__Mycena_sanguinolenta	4.40E-162	0.979041916	0.869791667	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Mycena	Mycena_sanguinolenta
GL20524	Mycena_sanguinolenta|UDB011702|SH220731.07FU|refs|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Tricholomataceae;g__Mycena;s__Mycena_sanguinolenta	1.09E-169	0.982758621	0.920634921	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Mycena	Mycena_sanguinolenta
GL17773	Mycena_septentrionalis|UDB001611|SH220756.07FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Tricholomataceae;g__Mycena;s__Mycena_septentrionalis	2.80E-177	0.994236311	0.896640827	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Mycena	Mycena_septentrionalis
GL16494	Mycena_silvae-nigrae|KC876328|SH220728.07FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Tricholomataceae;g__Mycena;s__Mycena_silvae-nigrae	1.46E-174	0.997067449	0.874358974	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Mycena	Mycena_silvae-nigrae
GL24826	Mycena_speirea|UDB016257|SH178372.07FU|refs|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Tricholomataceae;g__Mycena;s__Mycena_speirea	7.66E-159	0.981707317	0.884097035	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Mycena	Mycena_speirea
GL14721	Mycena_strobilinoidea|UDB011809|SH220735.07FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Tricholomataceae;g__Mycena;s__Mycena_strobilinoidea	1.80E-173	0.99132948	0.875949367	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Mycena	Mycena_strobilinoidea
GL15415	Mycena_subcana|JF908457|SH006535.07FU|reps_singleton|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Tricholomataceae;g__Mycena;s__Mycena_subcana	1.06E-163	0.970845481	0.872773537	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Mycena	Mycena_subcana
GL10057	Mycena_terena|JF908375|SH027487.07FU|reps_singleton|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Tricholomataceae;g__Mycena;s__Mycena_terena	3.26E-170	0.982708934	0.878481013	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Mycena	Mycena_terena
GL16466	Mycena_urania|KC965695|SH220753.07FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Tricholomataceae;g__Mycena;s__Mycena_urania	2.61E-171	0.994065282	0.873056995	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Mycena	Mycena_urania
GL16898	Mycena_urania|KC965695|SH220753.07FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Tricholomataceae;g__Mycena;s__Mycena_urania	4.76E-168	0.985294118	0.87403599	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Mycena	Mycena_urania
GL16877	Mycena_vulgaris|UDB011703|SH220732.07FU|refs|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Tricholomataceae;g__Mycena;s__Mycena_vulgaris	1.56E-180	0.991689751	0.928020566	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Mycena	Mycena_vulgaris
GL09724	Mycena_xantholeuca|JF908446|SH029323.07FU|reps_singleton|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Tricholomataceae;g__Mycena;s__Mycena_xantholeuca	2.21E-153	0.975077882	0.810606061	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Mycena	Mycena_xantholeuca
GL14477	Mycena_xantholeuca|JF908446|SH029323.07FU|reps_singleton|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Tricholomataceae;g__Mycena;s__Mycena_xantholeuca	3.49E-157	0.984423676	0.812658228	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Mycena	Mycena_xantholeuca
GL12735	Mycena_zephirus|UDB018200|SH220726.07FU|refs|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Tricholomataceae;g__Mycena;s__Mycena_zephirus	3.89E-169	0.974647887	0.917312661	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Mycena	Mycena_zephirus
GL16936	Mycena_zephirus|UDB018200|SH220726.07FU|refs|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Tricholomataceae;g__Mycena;s__Mycena_zephirus	1.45E-174	0.983193277	0.92248062	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Mycena	Mycena_zephirus
GL17749	Mycena_zephirus|UDB018200|SH220726.07FU|refs|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Tricholomataceae;g__Mycena;s__Mycena_zephirus	7.50E-172	0.98028169	0.917312661	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Mycena	Mycena_zephirus
ITS_OTUa_11795	Mycena_zephirus|UDB018200|SH220726.07FU|refs|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Tricholomataceae;g__Mycena;s__Mycena_zephirus	2.06E-106	0.981981982	0.973684211	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Mycena	Mycena_zephirus
ITS_OTUa_28101	Mycena_zephirus|UDB018200|SH220726.07FU|refs|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Tricholomataceae;g__Mycena;s__Mycena_zephirus	1.40E-108	0.982608696	1	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Mycena	Mycena_zephirus
ITS_OTUa_29046	Mycena_zephirus|UDB018200|SH220726.07FU|refs|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Tricholomataceae;g__Mycena;s__Mycena_zephirus	2.05E-106	0.973568282	1	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Mycena	Mycena_zephirus
ITS_OTUa_31306	Mycena_zephirus|UDB018200|SH220726.07FU|refs|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Tricholomataceae;g__Mycena;s__Mycena_zephirus	8.83E-105	0.977876106	0.982608696	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Mycena	Mycena_zephirus
ITS_OTUa_31829	Mycena_zephirus|UDB018200|SH220726.07FU|refs|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Tricholomataceae;g__Mycena;s__Mycena_zephirus	8.70E-105	0.977678571	0.986784141	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Mycena	Mycena_zephirus
ITS_OTUa_44355	Mycena_zephirus|UDB018200|SH220726.07FU|refs|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Tricholomataceae;g__Mycena;s__Mycena_zephirus	1.69E-107	0.982142857	0.98245614	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Mycena	Mycena_zephirus
ITS_OTUa_641	Mycena_zephirus|UDB018200|SH220726.07FU|refs|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Tricholomataceae;g__Mycena;s__Mycena_zephirus	4.86E-108	0.986666667	0.982532751	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Mycena	Mycena_zephirus
GL23116	Mycenella_trachyspora|UDB017975|SH011694.07FU|reps_singleton|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Tricholomataceae;g__Mycenella;s__Mycenella_trachyspora	2.89E-164	0.987915408	0.882666667	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Mycenella	Mycenella_trachyspora
GL20367	Paralepista_flaccida|UDB015794|SH218339.07FU|refs|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Tricholomataceae;g__Paralepista;s__Paralepista_flaccida	1.63E-167	0.988130564	0.884514436	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Paralepista	Paralepista_flaccida
GL20416	Paralepista_flaccida|UDB015786|SH218340.07FU|refs|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Tricholomataceae;g__Paralepista;s__Paralepista_flaccida	1.33E-168	0.991097923	0.884514436	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Paralepista	Paralepista_flaccida
GL18805	Phaeolepiota_aurea|UDB011411|SH184334.07FU|refs|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Tricholomataceae;g__Phaeolepiota;s__Phaeolepiota_aurea	1.35E-168	0.988269795	0.885714286	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Phaeolepiota	Phaeolepiota_aurea
GL30189	Porpoloma_portentosum|KJ417300|SH489266.07FU|reps_singleton|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Tricholomataceae;g__Porpoloma;s__Porpoloma_portentosum	4.67E-89	0.994535519	0.828054299	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Porpoloma	Porpoloma_portentosum
GL20337	Porpoloma_sejunctum|JX316261|SH217863.07FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Tricholomataceae;g__Porpoloma;s__Porpoloma_sejunctum	1.09E-169	0.994047619	0.884210526	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Porpoloma	Porpoloma_sejunctum
GL20150	Porpoloma_terreum|JX316318|SH217862.07FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Tricholomataceae;g__Porpoloma;s__Porpoloma_terreum	2.12E-172	0.98028169	0.929319372	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Porpoloma	Porpoloma_terreum
GL16112	Pseudoomphalina_kalchbrenneri|KF381526|SH464872.07FU|refs|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Tricholomataceae;g__Pseudoomphalina;s__Pseudoomphalina_kalchbrenneri	1.28E-162	0.971346705	0.89258312	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Pseudoomphalina	Pseudoomphalina_kalchbrenneri
GL16174	Pseudoomphalina_kalchbrenneri|KF381526|SH464872.07FU|refs|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Tricholomataceae;g__Pseudoomphalina;s__Pseudoomphalina_kalchbrenneri	9.87E-177	0.997118156	0.887468031	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Pseudoomphalina	Pseudoomphalina_kalchbrenneri
GL19811	Ripartites_metrodii|JF908748|SH218363.07FU|refs|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Tricholomataceae;g__Ripartites;s__Ripartites_metrodii	2.12E-153	0.990291262	0.808900524	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Ripartites	Ripartites_metrodii
GL15825	Roridomyces_roridus|UDB019735|SH017981.07FU|reps_singleton|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Tricholomataceae;g__Roridomyces;s__Roridomyces_roridus	7.61E-172	0.991253644	0.875	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Roridomyces	Roridomyces_roridus
GL20319	Roridomyces_roridus|KR673443|SH491089.07FU|reps_singleton|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Tricholomataceae;g__Roridomyces;s__Roridomyces_roridus	1.83E-160	0.978978979	0.883289125	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Roridomyces	Roridomyces_roridus
GL21216	Roridomyces_roridus|KR673443|SH491089.07FU|reps_singleton|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Tricholomataceae;g__Roridomyces;s__Roridomyces_roridus	1.09E-169	0.996987952	0.878306878	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Roridomyces	Roridomyces_roridus
GL22796	Roridomyces_roridus|AM084757|SH180315.07FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Tricholomataceae;g__Roridomyces;s__Roridomyces_roridus	4.37E-142	0.992932862	0.889937107	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Roridomyces	Roridomyces_roridus
GL11887	Tricholoma_aestuans|UDB011590|SH180321.07FU|refs|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Tricholomataceae;g__Tricholoma;s__Tricholoma_aestuans	4.16E-175	0.997093023	0.886597938	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Tricholoma	Tricholoma_aestuans
GL12301	Tricholoma_album|UDB011580|SH219362.07FU|refs|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Tricholomataceae;g__Tricholoma;s__Tricholoma_album	9.12E-171	1	0.857512953	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Tricholoma	Tricholoma_album
GL18678	Tricholoma_album|UDB011580|SH219362.07FU|refs|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Tricholomataceae;g__Tricholoma;s__Tricholoma_album	4.71E-168	0.985337243	0.885714286	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Tricholoma	Tricholoma_album
GL24762	Tricholoma_album|UDB011580|SH219362.07FU|refs|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Tricholomataceae;g__Tricholoma;s__Tricholoma_album	3.37E-91	0.979591837	0.834042553	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Tricholoma	Tricholoma_album
GL15783	Tricholoma_apium|UDB011623|SH215034.07FU|refs|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Tricholomataceae;g__Tricholoma;s__Tricholoma_apium	1.79E-173	0.988505747	0.887755102	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Tricholoma	Tricholoma_apium
GL20358	Tricholoma_argyraceum|UDB011574|SH219342.07FU|refs|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Tricholomataceae;g__Tricholoma;s__Tricholoma_argyraceum	1.33E-168	0.991097923	0.884514436	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Tricholoma	Tricholoma_argyraceum
GL20448	Tricholoma_argyraceum|GU060266|SH219348.07FU|refs|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Tricholomataceae;g__Tricholoma;s__Tricholoma_argyraceum	3.14E-170	0.994065282	0.884514436	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Tricholoma	Tricholoma_argyraceum
GL28486	Tricholoma_basirubens|UDB016070|SH219386.07FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Tricholomataceae;g__Tricholoma;s__Tricholoma_basirubens	1.37E-89	0.994623656	0.826666667	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Tricholoma	Tricholoma_basirubens
GL22963	Tricholoma_caligatum|KC152249|SH202218.07FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Tricholomataceae;g__Tricholoma;s__Tricholoma_caligatum	4.03E-156	0.972891566	0.882978723	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Tricholoma	Tricholoma_caligatum
GL51084	Tricholoma_caligatum|AB738885|SH221552.07FU|refs|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Tricholomataceae;g__Tricholoma;s__Tricholoma_caligatum	1.31E-59	0.977941176	0.465753425	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Tricholoma	Tricholoma_caligatum
GL14582	Tricholoma_columbetta|UDB015390|SH220595.07FU|refs|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Tricholomataceae;g__Tricholoma;s__Tricholoma_columbetta	4.22E-175	0.991404011	0.888040712	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Tricholoma	Tricholoma_columbetta
GL06329	Tricholoma_davisiae|KJ705249|SH219380.07FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Tricholomataceae;g__Tricholoma;s__Tricholoma_davisiae	4.81E-67	0.986394558	0.353365385	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Tricholoma	Tricholoma_davisiae
GL13262	Tricholoma_equestre|HM590870|SH220594.07FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Tricholomataceae;g__Tricholoma;s__Tricholoma_equestre	6.76E-179	0.994334278	0.889168766	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Tricholoma	Tricholoma_equestre
