"text_entry","spec","spore_type","measure_orig","Dim1","Dim2","Dim3"
"chlamydospores which are often separated by empty intercalary cells and the macroconidia tend to break up into individual cells. Microconidia rare in young cultures, moreabundant in old ones, clavate to pyriform, 2-6,5 x 1,5-3 µm,","Arthroderma simii_1812_15390","chlamydospores","2-6,5 x 1,5-3",4.25,2.25,NA
"Chlamydospores globose, 9.5-13.5 µm","Athelia borealis_67646_1601","Chlamydospores","9.5-13.5",11.5,NA,NA
"chlamydospores numerous, intercalary and terminal, globose, thick-walled (1.6 µm","Athelia borealis_67646_13312","chlamydospores","(1.6",1.6,NA,NA
"Chlamydospores broadly ellipsoid to irregular in shape, intercalary, 12-25 sm long, 8-16 µm","Blakeslea monospora_58766_408","Chlamydospores","8-16",12,NA,NA
"Chlamydospores  variously shaped, 16-22 x 6-12 µm,","Boreostereum radiatum_3221_1592","Chlamydospores","16-22 x 6-12",19,9,NA
"Chlamydospores in chains, 8-15 x 3-13 µm","Candelabrella haptotyla_175676_16105","Chlamydospores","8-15 x 3-13",11.5,8,NA
"chlamydospores very numerous in most isolates, terminal and intercalary, the walk at first thin, becoming thickened and frequently rough, variable in size and shape, 7.5-21.0 x 4.5-12.0 µm.","Chaetoporellus asiaticus_66467_755","chlamydospores","7.5-21.0 x 4.5-12.0",14.25,8.25,NA
"Chlamydospores hyaline, smooth-and thick-walled, globose, up to 15 µm","Chrysosporium keratinophilum_5215_15832","Chlamydospores","15",15,NA,NA
"Chlamydospores most common in degenerate cultures, subhyaline, smooth-and thick-walled, globose to subglobose, up to 11 µm","Chrysosporium merdarium_5251_15824","Chlamydospores","11",11,NA,NA
"Chlamydospores terminal or intercalary, hyaline, (sub)globose to broadly ellipsoidal or more rarely pyriform, 11-60 µm","Chrysosporium pruinosum_26228_968","Chlamydospores","11-60",35.5,NA,NA
"chlamydospores are less frequent and usually smaller and ellipsoidal. Within S. pulverulentum sensu Burdsall the number of swellings and the shape and size of the chlamydospores are very variable. In some strains more or less globose, thick-walled chlamydospores up to 60 µm","Chrysosporium pruinosum_26228_968","chlamydospores","60",60,NA,NA
"chlamydospores are very variable. In some strains more or less globose, thick-walled chlamydospores up to 60 µm","Chrysosporium pruinosum_26228_968","chlamydospores","60",60,NA,NA
"chlamydospores up to 60 µm","Chrysosporium pruinosum_26228_968","chlamydospores","60",60,NA,NA
"Chlamydospores (on oatmeal agar) subhyaline, smooth-and thick-walled, globose, 4.5-11.5 µm","Chrysosporium tropicum_5307_15834","Chlamydospores","4.5-11.5",8,NA,NA
"Chlamydospores subglobose to globose, smooth-and thick-walled, 17-30 x 17-27 µm.","Chrysosporium xerophilum_5315_15835","Chlamydospores","17-30 x 17-27",23.5,22,NA
"Chlamydospores globose to limoniform, 7-12(-18) x 7-18 µm,","Climacodon pulcherrimus_5652_1643","Chlamydospores","7-12(-18) x 7-18",12,12.5,NA
"Chlamydospores dark brown, thick-walled, verruculose, in chains and clusters, globose to subglobose, 6-12 µm","Colletotrichum chlorophyti_182787_38877","Chlamydospores","6-12",9,NA,NA
"Chlamydospores dark brown, thick-walled, in clusters within plant cells, subglobose, 5-15 µm","Colletotrichum chlorophyti_182787_38877","Chlamydospores","5-15",10,NA,NA
"Chlamydospores globose to limoniform, 8-13.5 x 8-13.5 µm,","Coriolus cinerascens_67180_3916","Chlamydospores","8-13.5 x 8-13.5",10.75,10.75,NA
"Chlamydospores often abundant, intercalary or terminal, singly or in chains, spherical, 9-14 µm","Cylindrocarpon destructans_45815_11721","Chlamydospores","9-14",11.5,NA,NA
"Chlamydospores globose, hyaline becoming brown, 9-14 µm?in","Cylindrocarpon destructans_45815_21474","Chlamydospores","9-14",11.5,NA,NA
"chlamydospores ovoïdes à subsphériques, x 10-15 µm,","Cymatoderma pallens_7685_7435","chlamydospores"," 10-15",12.5,NA,NA
"chlamydospores souvent terminales, parfois intercalaires, larges de 6 à 18 µm","Cymatoderma pallens_7685_7436","chlamydospores","6 à 18",NA,NA,NA
"chlamydospores bien différenciées, subsphériques à piriformes, naissant généralement en position terminale et mesurant 9-11-17-(21 ) µm","Cymatoderma pallens_7685_7436","chlamydospores","9-11-17-(21 )",14,NA,NA
"Chlamydospores barrel-shaped or globose, mostly 8-21 x 6-17 µm,","Dactylaria gampsospora_7866_16103","Chlamydospores","8-21 x 6-17",14.5,11.5,NA
"chlamydospores hyaline, thin to slightly thick-walled, pear to oval shaped, terminal, 10.7-16.9 x 6.1-7.2 µm.","Daedaleopsis dickinsii_7906_7404","chlamydospores","10.7-16.9 x 6.1-7.2",13.8,6.65,NA
"Chlamydospores yellowish, formed through induration of 1-12 hyphal or 1-3 conidial cells (at least the middle cell), the former type measuring 7-35 x 4-6 µm","Drechslerella acrochaeta_91717_16089","Chlamydospores","7-35 x 4-6",21,5,NA
"Chlamydospores globose to limoniform, 7-10 x 6-7 µm,","Echinodontium sulcatum_13894_1712","Chlamydospores","7-10 x 6-7",8.5,6.5,NA
"Chlamydospores ovoid to ellipsoid, 10-35 x 6-13 µm,","Echinodontium taxodii_13993_1644","Chlamydospores","10-35 x 6-13",22.5,9.5,NA
"Chlamydospores globose to limoniform, 11.5-13.5 (-16) x 7.5-13.5 (-16) µm,","Fibuloporia subvermispora_67872_3918","Chlamydospores","11.5-13.5 (-16) x 7.5-13.5 (-16)",13.5,13.5,NA
"chlamydospores hyaline, slightly thick-walled, terminal and intercalary, oval, 6.1-10.7 x 4.2-6.1 µm","Fomes megaloporus_67597_7385","chlamydospores","6.1-10.7 x 4.2-6.1",8.4,5.15,NA
"chlamydospores hyaline, thin to slightly thick-walled, terminal, pear shaped, 10.7-12.3 µm","Fuscoporia livida_67192_7384","chlamydospores","10.7-12.3",11.5,NA,NA
"chlamydospores with a diameter of 7-11 x 6.5-8.5 µm","Geasteroides barbata_277874_36589","chlamydospores","7-11 x 6.5-8.5",9,7.5,NA
"chlamydospores with a diameter of 7-11 x 6.5-8.5 µm","Geastrum barbatum_277875_36589","chlamydospores","7-11 x 6.5-8.5",9,7.5,NA
"chlamydospores 14-28 x 20-32 µm","Gilbertella persicaria_46582_428","chlamydospores","14-28 x 20-32",21,26,NA
"Chlamydospores 12-28 x 18-28 µm,","Gilbertella persicaria_46582_13938","Chlamydospores","12-28 x 18-28",20,23,NA
"Chlamydospores in chains, 8-15 x 3-13 µm","Golovinia haptotyla_175677_16105","Chlamydospores","8-15 x 3-13",11.5,8,NA
"chlamydospores to 8.5 x 11 µm","Gongronella lacrispora_12149_137","chlamydospores","8.5 x 11",8.5,11,NA
"Chlamydospores have been described by Barron and Bhatt (1967) from cultures as being composed of several cells, brown, thick-walled, 20-30 x 8-12 µm.","Gonytrichum chlamydosporium_183472_15273","Chlamydospores","20-30 x 8-12",25,10,NA
"Chlamydospores usually present in ageing cultures, hyaline, smooth-and fairly thick-walled, subglobose, globose or ellipsoid, 6-22 x 4-18 µm.","Gymnoascus demonbreunii_12299_15827","Chlamydospores","6-22 x 4-18",14,11,NA
"chlamydospores also present in context, broadly ellipsoid, pale brownish in KOH, smooth, thick-walled, negative in Melzer's reagent, 8-11 x 6-7 µm.","Gyrodontium versicolor_12369_4573","chlamydospores","8-11 x 6-7",9.5,6.5,NA
"Chlamydospores occasional in old cultures, thin-walled, 3-5 µm","Hyalopus recifei_35303_15526","Chlamydospores","3-5",4,NA,NA
"chlamydospores numerous within I4 days, developing as vesicular intercalary cells, often in chains of 3-7, less commonly terminal, 15-20 µm","Hyphoderma guttuliferum_66729_40531","chlamydospores","15-20",17.5,NA,NA
"Chlamydospores  limoniform or obovate to globose, 8-13(-15) x (6-)8-10(-13) µm,","Hypochnicium vellereum_13386_1704","Chlamydospores","8-13(-15) x (6-)8-10(-13)",13,9,NA
"Chlamydospores more or less ovoid, 8-10 x 6-8 µm,","Hypochnicium vellereum_13386_49976","Chlamydospores","8-10 x 6-8",9,7,NA
"chlamydospores fairly common, terminal and intercalary, globose, subglobose to ovoid, 12.6-19.6 x 12.6-16.8 µm.","Inonotus xeranticus_67726_7334","chlamydospores","12.6-19.6 x 12.6-16.8",16.1,14.7,NA
"Chlamydospores ovoid to ellipsoid, 10-35 x 6-13 µm,","Laurilia taxodii_14083_1644","Chlamydospores","10-35 x 6-13",22.5,9.5,NA
"chlamydospores numerous, usually terminal but occasionally intercalary, contents hyaline to golden brown, walls at first thin, finally fairly thick, globose to subglobose, 9.0-12.0 x 9.0-10.5 µm.","Lloydella abietina_66354_772","chlamydospores","9.0-12.0 x 9.0-10.5",10.5,9.75,NA
"Chlamydospores (Fig. 18a) obovate to obpyriform, 14-18 x 8-12 µm,","Lloydella abietina_66354_1606","Chlamydospores","14-18 x 8-12",16,10,NA
"Chlamydospores broadly ellipsoidal to broadly clavate, about 7.0 x 4.5 µm,","Margarinomyces mutabilis_35889_11777","Chlamydospores","7.0 x 4.5",7,4.5,NA
"Chlamydospores terminal or intercalary, solitary or in short chains, hyaline and thin-walled to darkbrown and thick-walled, elongate ellipsoidal or almost globose, 4-10 x 3-6 µm;","Margarinomyces mutabilis_35889_16778","Chlamydospores","4-10 x 3-6",7,4.5,NA
"Chlamydospores yellowish, formed through induration of 1-12 hyphal or 1-3 conidial cells (at least the middle cell), the former type measuring 7-35 x 4-6 µm","Monacrosporium acrochaetum_175683_16089","Chlamydospores","7-35 x 4-6",21,5,NA
"Chlamydospores regularly formed, often 15-30 x 15-20 µm","Monacrosporium heterosporum_173285_16106","Chlamydospores","15-30 x 15-20",22.5,17.5,NA
"Chlamydospores present in older cultures, in chains or clusters, globose to subglobose, around 12 µm","Monacrosporium reticulatum_15601_16121","Chlamydospores","12",12,NA,NA
"chlamydospores formed on all media but on malt agar in particular; chlamydospores solitary or in short chains, smooth-and thick-walled, dark brown, globose, 8.5-11 µm","Moniliella acetoabutens_15670_15810","chlamydospores","8.5-11",9.75,NA,NA
"chlamydospores solitary or in short chains, smooth-and thick-walled, dark brown, globose, 8.5-11 µm","Moniliella acetoabutens_15670_15810","chlamydospores","8.5-11",9.75,NA,NA
"Chlamydospores frequently seen, globose in shape and with a large oil globule, 11-22 µm..","Mortierella ambigua_15866_23292","Chlamydospores","11-22",16.5,NA,NA
"chlamydospores fixées à l'extrémité de filaments très fins. Elles sont à peu près sphériques et mesurent 6 p. de diamètre. N'ayant qu'une culture, je n'ai pas pu établir s'il s'agissait d'une espèce homo-ou hétérothallique. Je n'ai nulle part observé de zygospores. Nous résumerons par le tableau suivant les caractères de l'A. Butleri en regard avec ceux des espèces voisines OrganesAbsidia ButleriA. ramosa var.A. rani. var.A. Lichtheini ZurcheriRasti Sporanges28 µm","Mortierella butleri_168903_425","chlamydospores","28",28,NA,NA
"chlamydospores 4-9 µm","Mortierella butleri_168903_7557","chlamydospores","4-9",6.5,NA,NA
"Chlamydospores abundantly produced, globose, sometimes elongate, ochraceous, 40-90 µm","Mortierella sclerotiella_16141_23454","Chlamydospores","40-90",65,NA,NA
"Chlamydospores present, variously shaped, up to 45 µm","Mortierella wolfii_16191_14829","Chlamydospores","45",45,NA,NA
"chlamydospores rare in aging sporophores and aerial hyphae, intercalary or terminal, subglobose to cylindric, thick-walled, 10-25 µm","Mucor bainieri_16224_430","chlamydospores","10-25",17.5,NA,NA
"chlamydospores common in substrate hyphae; azygospores globose or sub-globose, up to 110 µm","Mucor bainieri_16224_14979","chlamydospores","110",110,NA,NA
"Chlamydospores  globose to cylindrical, 5-15(-25) x 5-10(: 15) µm,","Mycoacia subochracea_67665_1775","Chlamydospores","5-15(-25) x 5-10(: 15)",15,10,NA
"chlamydospores globose to limoniform, 8.5-14.5 (-21.5) µm","Mycoacia subochracea_67665_3863","chlamydospores","8.5-14.5 (-21.5)",14.5,NA,NA
"Chlamydospores  globose, 13-25 µm","Peniophora subserialis_66331_1776","Chlamydospores","13-25",19,NA,NA
"chlamydospores globose, 13-21 µm","Peniophora subserialis_66331_3865","chlamydospores","13-21",17,NA,NA
"chlamydospores hyaline, slightly thick-walled, single or in chains, terminal or intercalary, always with a small clamp connection at base, of various shapes, ovoid, elliptical, or even cylindrical, 6.5-43 x 3.2-7.8 µm","Phaeodaedalea sprucei_66734_2240","chlamydospores","6.5-43 x 3.2-7.8",24.75,5.5,NA
"chlamydospores by its authors, but we found a chrysosporium-1ike anamorph associated with it as described below.   Chrysosporium-1ike anamorph.-Coniodiophores poorly differentiated from vegetative hyphae, erect or sometimes irregularly branched, hyaline, 2.5-3.5 µm","Chaetomium acropullum_108642_50524","chlamydospores","2.5-3.5",3,NA,NA
"chlamydospores fairly common, terminal and intercalary, globose, subglobose to ovoid, 12.6-19.6 x 12.6-16.8 µm.","Phellinus xeranticus_67608_7334","chlamydospores","12.6-19.6 x 12.6-16.8",16.1,14.7,NA
"chlamydospores numerous within I4 days, developing as vesicular intercalary cells, often in chains of 3-7, less commonly terminal, 15-20 µm","Phlebia guttulifera_66484_40531","chlamydospores","15-20",17.5,NA,NA
"Chlamydospores infrequent, 14-30 (av. 18·7) µm.","Phytophthora botryosa_21563_15661","Chlamydospores",". 18·7)",NA,NA,NA
"chlamydospores typiques. x 5-8,5 µm,","Podoscypha bolleana_22185_7439","chlamydospores",". x 5-8,5",NA,6.75,NA
"chlamydospores souvent portées par des hyphes grêles. Certaines hyphes cependant atteignent 4,5 et même plus de 6 µm","Podoscypha bolleana_22185_7439","chlamydospores","6",6,NA,NA
"chlamydospores typiques (9); les spores oblongues subelliptiques 4,2-4.8-(5,2) x 3,2-3,8-(4) µm","Podoscypha bolleana_22185_32738","chlamydospores","4,2-4.8-(5,2) x 3,2-3,8-(4)",4.8,3.8,NA
"chlamydospores apparaissent sans doute plus tardivement (à 3 mm de la marge par exemple) et le stipe n'en montre guère. Les caulocystides sont ici abondantes, 33-90 x 10-18 µm","Podoscypha bolleana_22185_32738","chlamydospores","33-90 x 10-18",61.5,14,NA
"chlamydospores x 5-9 µm","Podoscypha parvula_22209_32737","chlamydospores"," 5-9",7,NA,NA
"chlamydospores few to numerous, terminal and intercalary, ovoid to elongate, fairly thin-walled, 9.0-18.0 x 6.0-9.0 µm;","Poria fraxinophila_67040_675","chlamydospores","9.0-18.0 x 6.0-9.0",13.5,7.5,NA
"Chlamydospores globose to limoniform, 11.5-13.5 (-16) x 7.5-13.5 (-16) µm,","Poria subvermispora_22671_3918","Chlamydospores","11.5-13.5 (-16) x 7.5-13.5 (-16)",13.5,13.5,NA
"chlamydospores hyaline to yellow, terminal to intercalary, thin to slightly thick-walled, round to elliptical, 6.1-7.7 µm","Porodaedalea pectinata_90334_7388","chlamydospores","6.1-7.7",6.9,NA,NA
"chlamydospores rarely formed in one or two isolates, hyaline, slightly thick-walled, terminal and intercalary, round to globose, 8-12.5 x 7-10.5 µm;","Pyropolyporus caryophylli_67564_7373","chlamydospores","8-12.5 x 7-10.5",10.25,8.75,NA
"Chlamydospores present in the host tissue and especially in old cultures, terminal and intercalary, smooth, variable in size and shape, thick-walled. Oogonia smooth, globose, terminal and intercalary, (13-)14-17(-18) (av. 15.5) µm","Pythium tracheiphilum_23717_7838","Chlamydospores",". 15.5)",15.5,NA,NA
"Chlamydospores globose to limoniform, 8-15 x 6-13 µm,","Radulomyces notabilis_67812_1786","Chlamydospores","8-15 x 6-13",11.5,9.5,NA
"chlamydospores but elongated, 27-42 x 6.5-7.5 µm","Ramaria acris_66530_2195","chlamydospores","27-42 x 6.5-7.5",34.5,7,NA
"chlamydospores , produced in dichotomously branched chains, are hyaline when young, later brown, obpyriform or clavate (widest at the summit), 30-45 x 20-24 µm","Rhizoctonia dichotoma_24107_30435","chlamydospores",")30-45 x 20-24",37.5,22,NA
"chlamydospores usually radiate from the center of each sporodochium. In the presence of continued condensed moisture in the tube, the sporodochia acquire a smooth surface of intertwining vegetative hyphae. The chlamydospores are hyaline, brownish in mass, doliform, 18-22 x 9-12.5 µm","Rhizoctonia endophytica_81676_30437","chlamydospores","18-22 x 9-12.5",20,10.75,NA
"chlamydospores are hyaline, brownish in mass, doliform, 18-22 x 9-12.5 µm","Rhizoctonia endophytica_81676_30437","chlamydospores","18-22 x 9-12.5",20,10.75,NA
"chlamydospores are brown, globose, 24.5-35.0 x 22-32.5 µm","Rhizoctonia hiemalis_81683_30617","chlamydospores","24.5-35.0 x 22-32.5",29.75,27.25,NA
"chlamydospores are hyaline, later light brown, barrel shaped, (15) 20-25 (27) x 11-15 µm","Rhizoctonia praticola_81704_30615","chlamydospores","(15) 20-25 (27) x 11-15",22.5,13,NA
"chlamydospores 15-36 µm","Rhizopus homothallicus_24356_140","chlamydospores","15-36",25.5,NA,NA
"Chlamydospores may be present in the trama, often single, Cystidia developing in the trama, clavate and strongly cyanophilous when young, becoming distinctly capitate and there 3.5-6 µm","Rigidoporus obducens_67477_7352","Chlamydospores","3.5-6",4.75,NA,NA
"chlamydospores smooth, thick-walled, ellipsoid to globose, 7-15 x 6-10 µm,","Rigidoporus obducens_67477_44484","chlamydospores","7-15 x 6-10",11,8,NA
"Chlamydospores  globose to cylindrical, 5-15(-25) x 5-10(: 15) µm,","Sarcodontia subochracea_66788_1775","Chlamydospores","5-15(-25) x 5-10(: 15)",15,10,NA
"chlamydospores globose to limoniform, 8.5-14.5 (-21.5) µm","Sarcodontia subochracea_66788_3863","chlamydospores","8.5-14.5 (-21.5)",14.5,NA,NA
"chlamydospores subsphériques de 3-6 µm","Scytinostromella subasperispora_67816_19736","chlamydospores","3-6",4.5,NA,NA
"chlamydospores are usually in chains attached to pseudo-mycelium, in between or terminally . The budding yeast-1ike cells appear on the pseudomycelium or from the sides of big chlamydospores. The budding cells are rodlike 8.5 x 3.4 µm","Sporotrichum carthusioviride_35545_5337","chlamydospores","8.5 x 3.4",8.5,3.4,NA
"Chlamydospores ovoid to ellipsoid, 10-35 x 6-13 µm,","Stereum taxodii_14084_1644","Chlamydospores","10-35 x 6-13",22.5,9.5,NA
"chlamydospores Tawny-Olive in mass, pale greenish yellow under the compound microscope, subglobose to ellipsoid, thick-walled, negative in Melzer's reagent, 5-7.5 x 3.5-5 µm.","Strangulidium rennyi_43094_4535","chlamydospores","5-7.5 x 3.5-5",6.25,4.25,NA
"chlamydospores which become light brown (tobacco brown) with age. Falck and Falck (1937) draw the conidia as ellipsoid, but give as measurements in the text 5-6 x 4.5-5.5 µm","Strangulidium rennyi_43094_7350","chlamydospores","5-6 x 4.5-5.5",5.5,5,NA
"Chlamydospores occurring abundantly infertile areas of cultures on oat grains, only in limited numbers on agar cultures, thick-walled, globose or nearly so, 4.5-6.5 µm","Talaromyces thermophilus_26849_7988","Chlamydospores","4.5-6.5",5.5,NA,NA
"chlamydospores formed in old cultures, terminal as well as intercalary, 5.5-11.6 x 2.5-6.7 µm.","Trichaptum cervinogilvum_67253_7297","chlamydospores","5.5-11.6 x 2.5-6.7",8.55,4.6,NA
"Chlamydospores terminal or intercalary, smooth-walled, hyaline, up to 10 µm","Trichoderma longibrachiatum_27618_11881","Chlamydospores","10",10,NA,NA
"chlamydospores fairly common, terminal or intercalary, 4.3-7.3 x3.04.9 µm.","Tyromyces adustus_67482_7288","chlamydospores","4.3-7.3 x3.04.9",5.8,NA,NA
"Chlamydospores ellipsoidal, up to 10 µm","Tyromyces adustus_67482_25011","Chlamydospores","10",10,NA,NA
"Chlamydospores subglobose, pyriform, ellipsoid, sometimes truncate, intercalary or terminal, 8-15 x 4-6 µm,","Tyromyces pelliculosus_67268_4411","Chlamydospores","8-15 x 4-6",11.5,5,NA
"Chlamydospores abundant in subiculum of both specimens cited, spherical to avoid or with asymmetrical projections representing former hyphal attachments, thick-walled at maturity, contents dextrinoid in Melzer's reagent, developing from clamped generative hyphae, hyaline and thinwalled in early stages of development, when mature up to 22 µm","Vararia sphaericospora_28700_3192","Chlamydospores","22",22,NA,NA
"chlamydospores (Pl. XIV, I, chl), très souvent sphériques, x 10-17 µm","Vararia sphaericospora_28700_19699","chlamydospores"," 10-17",13.5,NA,NA
"chlamydospores à paroi épaisse (1,75-2 µm),","Vararia sphaericospora_28700_19699","chlamydospores","(1,75-2",1.875,NA,NA
"chlamydospores sphériques, x 10-16 µm","Vararia sphaericospora_28700_19699","chlamydospores"," 10-16",13,NA,NA
"chlamydospores subsphériques, 12-15 µm","Vararia sphaericospora_28700_19898","chlamydospores","12-15",13.5,NA,NA
"chlamydospores de 15-20 (-25) µm","Vararia sphaericospora_28700_34105","chlamydospores","15-20 (-25)",20,NA,NA
"chlamydospores de 10-17 µm","Vararia sphaericospora_28700_34105","chlamydospores","10-17",13.5,NA,NA
"Chlamydospores developed on the surface of the imperfect fruitbodies making these in parts pruinose, 1-4 celled, 5-20 x 3-6 µm,","Xanthochrous nidus-pici_67631_26832","Chlamydospores","5-20 x 3-6",12.5,4.5,NA
"Chlamydospores 4-6 µm","Chloridium chlamydosporum_32840_23586","Chlamydospores","4-6",5,NA,NA
"Chlamydospores globose, 8-10 µm","Crustodontia chrysocreas_438641_1767","Chlamydospores","8-10",9,NA,NA
"chlamydospores abundant to rare, terminal on short side branches with clamp connection immediately below or at base of branch, or intercalary, globose to subglobose, with thick hyaline wall, 6-10 µm","Crustodontia chrysocreas_438641_43176","chlamydospores","6-10",8,NA,NA
"Chlamydospores formed both terminal and intercalary, 7-13 µm","Fusarium oxysporum f. vasinfectum_161784_13800","Chlamydospores","7-13",10,NA,NA
"Chlamydospores formed frequently in mycelium and in conidia, mostly subglobose, sometimes oblong, often terminal, occasionally intercalary, single, sometimes in chains, hyaline, pale to yellowish-gray or pale-yellow, smooth to rough-walled, 6.5-13 x 4-12 µm.","Fusarium solani f. phaseoli_212476_17578","Chlamydospores","6.5-13 x 4-12",9.75,8,NA
"Chlamydospores may be present in the trama, often single, Cystidia developing in the trama, clavate and strongly cyanophilous when young, becoming distinctly capitate and there 3.5-6 µm","Oxyporus populinus var. obducens_90170_7352","Chlamydospores","3.5-6",4.75,NA,NA
"chlamydospores smooth, thick-walled, ellipsoid to globose, 7-15 x 6-10 µm,","Oxyporus populinus var. obducens_90170_44484","chlamydospores","7-15 x 6-10",11,8,NA
"chlamydospores numerous in most isolates, intercalary and terminal, thin-walled, the contents staining in phloxine, often granular, 6.3-11.9 x 4.9-8.4 µm","Trametes cinnabarina var. sanguinea_89810_797","chlamydospores","6.3-11.9 x 4.9-8.4",9.1,6.65,NA
"chlamydospores fairly common, slightly thick-walled, terminal as well as intercalary, 5.1-13.5 x 4.9-9.8 µm.","Trametes cinnabarina var. sanguinea_89810_7319","chlamydospores","5.1-13.5 x 4.9-9.8",9.3,7.35,NA
"chlamydospores very numerous even 2-3 mm. from limit of growth, terminal or rarely intercalary, with walls slightly thickened, 7. 5-13. 5 x 6. 0-12.0 µm;","Abortiporus biennis f. distortus_91110_722","chlamydospores","7. 5-13. 5 x 6. 0-12.0",10.5,9,NA
"Chlamydospores rather scarce, in terminal, lateral or also intercalary position, often elongate, sometimes in groups of two or three, 4-6(-8.5) x 3.0-5.0 µm.","Chloridium virescens var. caudigerum_5111_15019","Chlamydospores","4-6(-8.5) x 3.0-5.0",6,4,NA
"Chlamydospores 4-6 µm","Chloridium virescens var. chlamydosporum_5114_23586","Chlamydospores","4-6",5,NA,NA
"chlamydospores present, 6-8x9-11 µm,","Hericium abietis f. alpestre_91106_3542","chlamydospores","6-8x9-11",7,10,NA
"chlamydospores and oidia in submerged mycelium; submerged mycelium containing yellow droplets; zygospores [CBS 116.08 (-) x CBS 198.28 (+), on PDA at 25°C] globose, up to 80 µm","Mucor circinelloides f. griseocyanus_16253_14983","chlamydospores","80",80,NA,NA
"chlamydospores common in substrate hyphae; zygospores [CBS 108.17 (-) x CBS 277.49 (+), on beerwort agar at 25°C] globose to slightly compressed between suspensors, up to 115 x 105 µm,","Mucor circinelloides f. lusitanicus_16268_14982","chlamydospores","115 x 105",115,105,NA
"chlamydospores numerous in sporangiophores, cylindrical to globose at first, globose with a central oil globule in mature sporangiophores, usually single; zygospores [CBS 115.08 (+) x CBS 238.35 (-) on cherry agar at 10°C] in the lower portion of the colony, on hyphae bearing both zygospores and sporangia, globose or nearly so, up to 90 µm","Mucor racemosus f. sphaerosporus_16464_14989","chlamydospores","90",90,NA,NA
"chlamydospores rare to numerous, with walls slightly thickened, contents staining deeply in phloxine, intercalary or terminal, 8.0-19.5 x 6.0-13.5 µm.","Poria placenta f. monticola_91151_762","chlamydospores","8.0-19.5 x 6.0-13.5",13.75,9.75,NA
"Chlamydospores usually intercalary in chains or clumps, smooth-walled, yellowish brown, 9.5-16 µm","Fusarium sporotrichiella var. sporotrichioides_142668_13532","Chlamydospores","9.5-16",12.75,NA,NA
"chlamydospores fairly numerous, terminal and intercalary, 9.0-21.0 x 7.5-10.5 µm.","Osmoporus odoratus subsp. americanus_35163_775","chlamydospores","9.0-21.0 x 7.5-10.5",15,9,NA
"chlamydospores like bodies numerous, terminal or intercalary, hyaline to brown, slightly thick-walled, 6.0-22.0 x 3.6-8.5 µm.","Polystictus tomentosus f. circinatus_91063_7328","chlamydospores","6.0-22.0 x 3.6-8.5",14,6.05,NA
"chlamydospores typiques. x 5-8,5 µm,","Stereum elegans var. bolleanum_90734_7439","chlamydospores",". x 5-8,5",NA,6.75,NA
"chlamydospores souvent portées par des hyphes grêles. Certaines hyphes cependant atteignent 4,5 et même plus de 6 µm","Stereum elegans var. bolleanum_90734_7439","chlamydospores","6",6,NA,NA
"chlamydospores typiques (9); les spores oblongues subelliptiques 4,2-4.8-(5,2) x 3,2-3,8-(4) µm","Stereum elegans var. bolleanum_90734_32738","chlamydospores","4,2-4.8-(5,2) x 3,2-3,8-(4)",4.8,3.8,NA
"chlamydospores apparaissent sans doute plus tardivement (à 3 mm de la marge par exemple) et le stipe n'en montre guère. Les caulocystides sont ici abondantes, 33-90 x 10-18 µm","Stereum elegans var. bolleanum_90734_32738","chlamydospores","33-90 x 10-18",61.5,14,NA
"chlamydospores (MEA, Dalmau plates on YMoA) terminally or intercalarily, inflated, thick-walled, 9.0-20.0 x 3.0-6.0 µm;","Tilletiopsis minor var. flava_27307_18662","chlamydospores","9.0-20.0 x 3.0-6.0",14.5,4.5,NA
"chlamydospores terminal or intercalary, elliptic to globose and irregularly shaped, 5-12 x 6-20 µm,","Agaricus cylindraceus_406128_17","chlamydospores","5-12 x 6-20",8.5,13,NA
"chlamydospores like bodies numerous, terminal or intercalary, hyaline to brown, slightly thick-walled, 6.0-22.0 x 3.6-8.5 µm.","Mucronoporus tomentosus var. circinatus_90769_7328","chlamydospores","6.0-22.0 x 3.6-8.5",14,6.05,NA
"chlamydospores and oidia absent; zygospores 36-63 µm","Absidia cylindrospora var. nigra_57_7562","chlamydospores","36-63",49.5,NA,NA
"Chlamydospores present in the substratum mycelium, intercalary, terminal and also solitary, in chains, 14-32 µm","Choanephora persicaria var. indica_187666_13939","Chlamydospores","14-32",23,NA,NA
"Chlamydospores globose to subglobose to cylindrical, 7-15-6-10 µm,","Cylindrocarpon destructans var. crassum_7510_48610","Chlamydospores","7-15-6-10",10.5,NA,NA
"Chlamydospores present in the substratum mycelium, intercalary, terminal and also solitary, in chains, 14-32 µm","Gilbertella persicaria var. indica_11597_13939","Chlamydospores","14-32",23,NA,NA
"Chlamydospores up to 60 µm","Phytophthora nicotianae var. parasitica_21701_13860","Chlamydospores","60",60,NA,NA
"chlamydospores are hyaline when young, later light brown, doliform, 19.5-25 x 10.5-13.5 µm","Rhizoctonia endophytica var. filicata_24111_30439","chlamydospores","19.5-25 x 10.5-13.5",22.25,12,NA
"chlamydospores (MEA, Dalmau plates on YMoA) terminally or intercalarily, inflated, thick-walled, 9.0-20.0 x 3.0-6.0 µm;","Tilletiopsis flava_46371_18662","chlamydospores","9.0-20.0 x 3.0-6.0",14.5,4.5,NA
