"taxon","simplified_disease","simplified_disease_1","simplified_disease_2"
"Pseudocercospora cannabina","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora cantuariensis","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora carbonacea","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora careyae","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora carpentariae","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora carveriana","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora caseariae","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora cassiae-fistulae","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora catalpigena","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora catappae","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora ceanothi","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora cedrelae-mexicanae","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora celosiarum","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora ceratoniae","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora cercidicola","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora chebulae","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora chengtuensis","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora chiangmaiensis","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora chionanthi-retusi","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora chionanthicola","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora chionea","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora chloroxyli","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora christellae","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora chrysanthemicola","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora chrysobalani","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora cinchonae","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora circumscissa","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora citri","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora clematidis-haenkeanae","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora clerodendri-hastati","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora clibadiicola","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora clitoriae","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora cocculicola","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora cochlospermi","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora coleosanthi","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora colocasiae","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora colombiensis","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora combretacearum var. combretacearum","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora combretacearum var. minima","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora commonsii","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora concentrica","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora conocarpi","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora conspicua","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora contraria","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora cordiae-alliodorae","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora cordiigena","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora coremioides","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora cornicola","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora corylopsidis","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora costina","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora cotizensis","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora couratari","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora coussapoae","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora cratevicola","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora crescentiae","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora crispans","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora crocea","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora crotoniphila","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora crotonis","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora cruenta","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora cubae","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora cupaniae","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora cupheae","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora curculiginis","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora curta","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora cybistacis","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora cydoniae","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora cylindrata","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora cymbidiicola","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora cymbopogonis","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora cypripedii","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora davalliicola","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora decumariae","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora deglupta","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora dendrobii","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora denticulata","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora destructiva","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora diervillae","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora diffusa","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora diospyri-erianthae","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora diospyri-morrisianae","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora diospyricola","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora diplusodonii","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora dolichi","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora domingensis","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora durantae","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora egenula","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora ehretiae","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora elephantopi","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora elephantopodis","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora emmotunicola","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora epidendri","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora epigaeae","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora eriobotryae","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora eriobotryicola","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora erythrinicola","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora erythrogena","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora erythroxylicola","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora escalloniae","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora eucalypti","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora eucalyptigena","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora eucalyptorum","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora eupatoriella","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora eupatorii","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora eupatorii-formosanae","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora eupatorii-formosani","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora euphorbiicola","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora eustomatis","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora evolvuli","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora exilis","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora fagaricola","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora fengshanensis","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora filiformis","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora flacourtiicola","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora flagellariae","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora formosana","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora forrestiae","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora fraxinites","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora fukuokaensis","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora fuliginosa","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora fuscovirens","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora gaultheriae","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora gaurae","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora gei","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora gelsemiicola","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora gentianicola","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora ghanensis","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora glauca","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora glochidionis","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora glycines","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora gomphrenae","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora graphioides","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora grewiae","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora grisea","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora guanarensis","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora guanicensis","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora guazumae","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora guttulata","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora gymnanthis","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora haiweiensis","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora hameliae","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora handelii","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora hangzhouensis","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora heliconiae","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora helicteris","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora helminthostachydis","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora herpestica","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora heteromelis","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora heveae","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora hibisci-cannabini","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora hieracii","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora hilliana","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora hiratsukana","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora holarrhenae","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora houstoniae","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora houttuyniae","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora humuli","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora humuli-japonici","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora humulicola","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora hurae","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora hypsophila","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora ichthyomethiae","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora ilicis","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora ilicis-micrococcae","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora indonesiana","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora infuscans","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora irregularis","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora italica","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora ixorae","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora ixoricola","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora jagerae","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora jahnii","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora jamaicensis","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora jasminicola","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora jatrophae","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora jatropharum","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora juglandis","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora jujubae","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora jussiaeae","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora jussiaeae-repentis","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora justiciae","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora kadsurae","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora kaki","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora kallarensis","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora kalmiae","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora kamalii","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora kashotoensis","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora kenemensis","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora kiggelariae","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora kurimensis","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora laburni","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora lagerstroemiae-subcostatae","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora latens","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora lathyri","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora leandrae-fragilis","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora lepidagathidis","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora leucothoes","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora leucothoës","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora licaniae","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora liebenbergii","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora ligustri","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora lindericola","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora lini","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora lippiae","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora liquidambaricola","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora liquidambaris","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora lonchitidis","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora lonchocarpi","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora lonchocarpigena","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora longispora","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora lonicerae","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora lonicericola","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora lonicerigena","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora lueheae","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora lupini","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora lycopodis","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora lygodii","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora lygodiicola","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora lysidices","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora lysimachiae","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora lythracearum","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora macutensis","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora madagascariensis","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora maesae","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora maianthemi","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora mali","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora malloticola","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora mangifericola","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora manihotii","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora mannanorensis var. paucifasciculata","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora maracasensis","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora marginalis","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora marsdeniae","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora marsdeniigena","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora mate","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora melanotes","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora melastomobia","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora melochiae","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora melothriae","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora miconiigena","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora micranthae","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora miliusae","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora minuta","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora mirandensis","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora mississippiensis","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora mitteriana","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora modesta","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora mombin","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora mombin var. venezuelensis","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora monoicae","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora montrichardiae","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora mori","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora morindae","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora morindicola","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora mucunae-ferrugineae","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora mulleri","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora muntingiae","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora musicola","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora myrticola","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora mysorensis","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora naitoi","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora namae","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora natalensis","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora nelumbonicola","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora neoliquidambaris","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora nephrolepidigena","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora neriicola","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora nesaeae","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora nigricans","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora nojimae","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora norchiensis","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora nymphaeacea","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora ocimi-basilici","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora ocimicola","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora odontoglossi","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora odontonematis","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora oenotherae","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora oenotherae-speciosae","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora omphacodes","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora orogeniae","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora oxalidis","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora oxybaphi","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora oxydendri","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora pachirae","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora paederiae","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora palicoureae","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora palleobrunnea","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora pallidissima","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora panacis","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora pancratii","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora pandoreae","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora pantoleuca","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora paraexosporioides","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora paraguayensis","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora paramignyae","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora parapseudarthriae","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora pehriae","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora pehriicola","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora penstemonis","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora perae","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora phyllanthi","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora phyllanthi-reticulati","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora phyllitidis","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora physostegiae","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora picramniae","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora picrasmicola","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora piperis","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora pipturi","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora piricola","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora pittieri","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora plagiogyriae","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora planaltinensis","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora platanicola","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora plectranthi","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora plumeriae","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora plunkettii","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora poltronieriana","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora polygonicola","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora polygonorum","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora pothomorphes","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora pouzolziae","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora profusa","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora proiphydis","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora protearum","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora protearum var. protearum","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora protensa","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora pruni-persicicola","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora pruni-yedoensis","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora prunicola","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora pseudarthriae","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora pseudehretiae","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora pseudoeucalyptorum","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora pseudostigmina-platani","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora psidii","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora psychotriicola","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora pteridigena","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora pteridis","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora pteridophytophila","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora ptisanae","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora puderi","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora puerariae","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora puerariicola","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora pulvinula","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora pulvinulata","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora punjabensis","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora pycnidioides","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora pyracanthae","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora pyracanthigena","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora pyricola","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora pyrina","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora rauvolfiae-tetraphyllae","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora rhamnaceicola","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora rhamnellae","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora rhapisicola","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora rhinacanthi","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora rhinocarpi","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora rhododendri-indici","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora rhododendrigena","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora rhoicola","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora rhoidis","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora rhoina","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora rhois","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora riachueli","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora ribicola","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora richardsoniae","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora richardsoniicola","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora rigidae","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora robusta","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora rothmaleri","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora roystoneae","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora rubi","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora rubropurpurea","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora rumohrae","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora saccharicola","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora salicina","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora salvadorae","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora sambucigena","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora sapindi-emarginati","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora sawadae","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora schini","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora scopariicola","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora sedoides","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora sennae-multijugae","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora sesami","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora sesbaniae","leaf spot","leaf_spots","leaf_spots"
