"taxon","simplified_disease","simplified_disease_1","simplified_disease_2"
"Lasiodiplodia euphorbiaceicola","stem-end rot, fruit rot","stem-end_rot fruit_rot","rots"
"Lasiodiplodia euphorbicola","stem-end rot, fruit rot","stem-end_rot fruit_rot","rots"
"Phacidiopycnis tuberivora","stem-end rot, progressive dry rot, corky rot","stem-end_rot progressive_dry_rot corky_rot","rots"
"Phomopsis tuberivora","stem-end rot, progressive dry rot, corky rot","stem-end_rot progressive_dry_rot corky_rot","rots"
"Ashbya gossypii","stigmatomycosis,internal boll rot","stigmatomycosis internal_boll_rot","rots"
"Eremothecium gossypii","stigmatomycosis,internal boll rot","stigmatomycosis internal_boll_rot","rots"
"Nematospora gossypii","stigmatomycosis,internal boll rot","stigmatomycosis internal_boll_rot","rots"
"Gaeumannomyces avenae","take-all of oats.  crown rot, patch disease of turf grasses","take-all_of_oats.__crown_rot patch_disease_of_turf_grasses","rots"
"Crinipellis perniciosa","the aps common names are crinipellis pod rot,witches broom.  this fungal disease may destroy up to 75 percent of the crop","the_aps_common_names_are_crinipellis_pod_rot witches_broom.__this_fungal_disease_may_destroy_up_to_75_percent_of_the_crop","rots"
"Marasmius perniciosus","the aps common names are crinipellis pod rot,witches broom.  this fungal disease may destroy up to 75 percent of the crop","the_aps_common_names_are_crinipellis_pod_rot witches_broom.__this_fungal_disease_may_destroy_up_to_75_percent_of_the_crop","rots"
"Moniliophthora perniciosa","the aps common names are crinipellis pod rot,witches broom.  this fungal disease may destroy up to 75 percent of the crop","the_aps_common_names_are_crinipellis_pod_rot witches_broom.__this_fungal_disease_may_destroy_up_to_75_percent_of_the_crop","rots"
"Fusarium fujikuroi","top rot, cause of foolish seedling/bakanae disease/fusariosis","top_rot cause_of_foolish_seedling bakanae_disease fusariosis","rots"
"Gibberella fujikuroi","top rot, cause of foolish seedling/bakanae disease/fusariosis","top_rot cause_of_foolish_seedling bakanae_disease fusariosis","rots"
"Gibberella fujikuroi var. subglutinans","top rot, cause of foolish seedling/bakanae disease/fusariosis","top_rot cause_of_foolish_seedling bakanae_disease fusariosis","rots"
"Lisea fujikuroi","top rot, cause of foolish seedling/bakanae disease/fusariosis","top_rot cause_of_foolish_seedling bakanae_disease fusariosis","rots"
"Nectria lucida","trunk,root rot","trunk root_rot","rots"
"Neonectria lucida","trunk,root rot","trunk root_rot","rots"
"Thelonectria lucida","trunk,root rot","trunk root_rot","rots"
"Fomitopsis insularis","trunk rot, root rot","trunk_rot root_rot","rots"
"Heterobasidion insulare","trunk rot, root rot","trunk_rot root_rot","rots"
"Trametes insularis","trunk rot, root rot","trunk_rot root_rot","rots"
"Dipodascus geotrichum","usually fruit rots","usually_fruit_rots","rots"
"Endomyces geotrichum","usually fruit rots","usually_fruit_rots","rots"
"Galactomyces geotrichum","usually fruit rots","usually_fruit_rots","rots"
"Geotrichum candidum","usually fruit rots","usually_fruit_rots","rots"
"Boletus fomentarius","white, mottled rot, trunk rot. known as ""hoof fungus"" or ""tinder fungus""","white mottled_rot trunk_rot._known_as_""hoof_fungus""_or_""tinder_fungus""","rots"
"Boletus fomentarius var. dryadeus","white, mottled rot, trunk rot. known as ""hoof fungus"" or ""tinder fungus""","white mottled_rot trunk_rot._known_as_""hoof_fungus""_or_""tinder_fungus""","rots"
"Fomes fomentarius","white, mottled rot, trunk rot. known as ""hoof fungus"" or ""tinder fungus""","white mottled_rot trunk_rot._known_as_""hoof_fungus""_or_""tinder_fungus""","rots"
"Polyporus fomentarius","white, mottled rot, trunk rot. known as ""hoof fungus"" or ""tinder fungus""","white mottled_rot trunk_rot._known_as_""hoof_fungus""_or_""tinder_fungus""","rots"
"Pyropolyporus fomentarius","white, mottled rot, trunk rot. known as ""hoof fungus"" or ""tinder fungus""","white mottled_rot trunk_rot._known_as_""hoof_fungus""_or_""tinder_fungus""","rots"
"Ungulina fomentaria","white, mottled rot, trunk rot. known as ""hoof fungus"" or ""tinder fungus""","white mottled_rot trunk_rot._known_as_""hoof_fungus""_or_""tinder_fungus""","rots"
"Bjerkandera adusta","white fibrous heart-rot","white_fibrous_heart-rot","rots"
"Boletus adustus","white fibrous heart-rot","white_fibrous_heart-rot","rots"
"Boletus crispus","white fibrous heart-rot","white_fibrous_heart-rot","rots"
"Fomes apiahynus","white fibrous heart-rot","white_fibrous_heart-rot","rots"
"Fomitiporia apiahyna","white fibrous heart-rot","white_fibrous_heart-rot","rots"
"Phellinus apiahynus","white fibrous heart-rot","white_fibrous_heart-rot","rots"
"Polyporus adustus","white fibrous heart-rot","white_fibrous_heart-rot","rots"
"Polyporus adustus var. pelleporus","white fibrous heart-rot","white_fibrous_heart-rot","rots"
"Scindalma apiahynum","white fibrous heart-rot","white_fibrous_heart-rot","rots"
"Echinoporia aculeifera","white heart or sap-rot","white_heart_or_sap-rot","rots"
"Funalia aculeifera","white heart or sap-rot","white_heart_or_sap-rot","rots"
"Hirschioporus aculeifer","white heart or sap-rot","white_heart_or_sap-rot","rots"
"Microporus aculeifer","white heart or sap-rot","white_heart_or_sap-rot","rots"
"Polyporus aculeifera","white heart or sap-rot","white_heart_or_sap-rot","rots"
"Polystictus aculeifer","white heart or sap-rot","white_heart_or_sap-rot","rots"
"Trametes aculeifera","white heart or sap-rot","white_heart_or_sap-rot","rots"
"Trichaptum aculeiferum","white heart or sap-rot","white_heart_or_sap-rot","rots"
"Boletus igniarius","white heart rot","white_heart_rot","rots"
"Fomes igniarius","white heart rot","white_heart_rot","rots"
"Fomes igniarius f. tremulae","white heart rot","white_heart_rot","rots"
"Fomes igniarius var. laevigatus","white heart rot","white_heart_rot","rots"
"Phellinus igniarius","white heart rot","white_heart_rot","rots"
"Phellinus igniarius coll","white heart rot","white_heart_rot","rots"
"Phellinus igniarius subsp. pomaceus","white heart rot","white_heart_rot","rots"
"Boletus spathulatus","white heart rot, sap rot","white_heart_rot sap_rot","rots"
"Phylloporia spathulata","white heart rot, sap rot","white_heart_rot sap_rot","rots"
"Boletus pini","white heart rot; a cause of great losses in forestry","white_heart_rot _a_cause_of_great_losses_in_forestry","rots"
"Fomes pini","white heart rot; a cause of great losses in forestry","white_heart_rot _a_cause_of_great_losses_in_forestry","rots"
"Fomes pini var. yamanoi","white heart rot; a cause of great losses in forestry","white_heart_rot _a_cause_of_great_losses_in_forestry","rots"
"Inonotus pini","white heart rot; a cause of great losses in forestry","white_heart_rot _a_cause_of_great_losses_in_forestry","rots"
"Phellinus pini","white heart rot; a cause of great losses in forestry","white_heart_rot _a_cause_of_great_losses_in_forestry","rots"
"Phellinus pini var. yamanoi","white heart rot; a cause of great losses in forestry","white_heart_rot _a_cause_of_great_losses_in_forestry","rots"
"Polyporus pini","white heart rot; a cause of great losses in forestry","white_heart_rot _a_cause_of_great_losses_in_forestry","rots"
"Porodaedalea pini","white heart rot; a cause of great losses in forestry","white_heart_rot _a_cause_of_great_losses_in_forestry","rots"
"Trametes pini","white heart rot; a cause of great losses in forestry","white_heart_rot _a_cause_of_great_losses_in_forestry","rots"
"Armillaria novae-zelandiae","white heart-butt rot; also root disease; parasitic","white_heart-butt_rot _also_root_disease _parasitic","rots"
"Armillariella novae-zelandiae","white heart-butt rot; also root disease; parasitic","white_heart-butt_rot _also_root_disease _parasitic","rots"
"Abortiporus biennis","white heart-rot","white_heart-rot","rots"
"Abortiporus biennis f. distortus","white heart-rot","white_heart-rot","rots"
"Boletus biennis","white heart-rot","white_heart-rot","rots"
"Coltricia stuckertiana","white heart-rot","white_heart-rot","rots"
"Fomes australis","white heart-rot","white_heart-rot","rots"
"Fomes pomaceus","white heart-rot","white_heart-rot","rots"
"Ganoderma australe","white heart-rot","white_heart-rot","rots"
"Ganoderma resinaceum","white heart-rot","white_heart-rot","rots"
"Heteroporus biennis","white heart-rot","white_heart-rot","rots"
"Inocutis texana","white heart-rot","white_heart-rot","rots"
"Inonotus costaricensis","white heart-rot","white_heart-rot","rots"
"Inonotus micantissimus","white heart-rot","white_heart-rot","rots"
"Inonotus quercustris","white heart-rot","white_heart-rot","rots"
"Inonotus texanus","white heart-rot","white_heart-rot","rots"
"Inonotus venezuelicus","white heart-rot","white_heart-rot","rots"
"Phellinus pomaceus","white heart-rot","white_heart-rot","rots"
"Polyporus australis","white heart-rot","white_heart-rot","rots"
"Polyporus biennis","white heart-rot","white_heart-rot","rots"
"Polyporus biennis var. distortus","white heart-rot","white_heart-rot","rots"
"Polyporus distortus","white heart-rot","white_heart-rot","rots"
"Polyporus fimbriatus","white heart-rot","white_heart-rot","rots"
"Polyporus pomaceus","white heart-rot","white_heart-rot","rots"
"Polyporus stuckertianus","white heart-rot","white_heart-rot","rots"
"Polyporus texanus","white heart-rot","white_heart-rot","rots"
"Poria micantissima","white heart-rot","white_heart-rot","rots"
"Inonotus ochroporus","white heart-rot; pathogenicity uncertain","white_heart-rot _pathogenicity_uncertain","rots"
"Polyporus ochroporus","white heart-rot; pathogenicity uncertain","white_heart-rot _pathogenicity_uncertain","rots"
"Fomes tremulae","white heartrot; opportunistic pathogen entering through wounds","white_heartrot _opportunistic_pathogen_entering_through_wounds","rots"
"Phellinus tremulae","white heartrot; opportunistic pathogen entering through wounds","white_heartrot _opportunistic_pathogen_entering_through_wounds","rots"
"Aurantiporus albidus","white pocket heart-rot","white_pocket_heart-rot","rots"
"Phellinus chrysoloma","white pocket rot","white_pocket_rot","rots"
"Polyporus chrysoloma","white pocket rot","white_pocket_rot","rots"
"Porodaedalea chrysoloma","white pocket rot","white_pocket_rot","rots"
"Boletus dryadeus","white root rot","white_root_rot","rots"
"Inonotus dryadeus","white root rot","white_root_rot","rots"
"Inonotus dryadeus var. brevisporus","white root rot","white_root_rot","rots"
"Polyporus dryadeus","white root rot","white_root_rot","rots"
"Polyporus dryadeus var. brevisporus","white root rot","white_root_rot","rots"
"Polyporus lignosus","white root rot","white_root_rot","rots"
"Pseudoinonotus dryadeus","white root rot","white_root_rot","rots"
"Rigidoporus lignosus","white root rot","white_root_rot","rots"
"Hypoxylon necatrix","white root rot. a serious pathogen for various fruit,nut crops","white_root_rot._a_serious_pathogen_for_various_fruit nut_crops","rots"
"Rosellinia necatrix","white root rot. a serious pathogen for various fruit,nut crops","white_root_rot._a_serious_pathogen_for_various_fruit nut_crops","rots"
"Aegerita candida","white rot","white_rot","rots"
"Amyloporia lenis","white rot","white_rot","rots"
"Amylostereum chailletii","white rot","white_rot","rots"
"Antrodia lenis","white rot","white_rot","rots"
"Auricularia tabacina","white rot","white_rot","rots"
"Boletus conchatus","white rot","white_rot","rots"
"Bulbillomyces farinosus","white rot","white_rot","rots"
"Corticium confine","white rot","white_rot","rots"
"Dendrophora albobadia","white rot","white_rot","rots"
"Diplomitoporus lenis","white rot","white_rot","rots"
"Fomes conchatus","white rot","white_rot","rots"
"Fomitiporella punctata","white rot","white_rot","rots"
"Fomitiporia baccharidis","white rot","white_rot","rots"
"Fomitiporia cupressicola","white rot","white_rot","rots"
"Fomitiporia neotropica","white rot","white_rot","rots"
"Fomitiporia punctata","white rot","white_rot","rots"
"Fomitiporia torreyae","white rot","white_rot","rots"
"Fuscoporia punctata","white rot","white_rot","rots"
"Fuscoporia wahlbergii","white rot","white_rot","rots"
"Ganoderma angustisporum","white rot","white_rot","rots"
"Ganoderma casuarinicola","white rot","white_rot","rots"
"Hydnum ochraceum","white rot","white_rot","rots"
"Hydnum raduloides","white rot","white_rot","rots"
"Hymenochaete tabacina","white rot","white_rot","rots"
"Hypoxylon cubense","white rot","white_rot","rots"
"Inonotus crustosus","white rot","white_rot","rots"
"Kneiffia farinosa","white rot","white_rot","rots"
"Lopharia heterospora","white rot","white_rot","rots"
"Metulodontia farinosa","white rot","white_rot","rots"
"Peniophora albobadia","white rot","white_rot","rots"
"Peniophora farinosa","white rot","white_rot","rots"
"Peniophora heterospora","white rot","white_rot","rots"
"Phellinopsis conchata","white rot","white_rot","rots"
"Phellinus conchatus","white rot","white_rot","rots"
"Phellinus crustosus","white rot","white_rot","rots"
"Phellinus punctatus","white rot","white_rot","rots"
"Phellinus wahlbergii","white rot","white_rot","rots"
"Physisporus lenis","white rot","white_rot","rots"
"Polyporus conchatus","white rot","white_rot","rots"
"Polyporus crustosus","white rot","white_rot","rots"
"Polyporus delectans","white rot","white_rot","rots"
"Polyporus punctatus","white rot","white_rot","rots"
"Poria lenis","white rot","white_rot","rots"
"Poria punctata","white rot","white_rot","rots"
"Pseudochaete tabacina","white rot","white_rot","rots"
"Pseudoinonotus crustosus","white rot","white_rot","rots"
"Sarcodontia delectans","white rot","white_rot","rots"
"Sistotrema raduloides","white rot","white_rot","rots"
"Skeletocutis lenis","white rot","white_rot","rots"
"Spongipellis delectans","white rot","white_rot","rots"
"Sporotrichum cohaerens","white rot","white_rot","rots"
"Steccherinum ochraceum","white rot","white_rot","rots"
"Stereum albobadium","white rot","white_rot","rots"
"Stereum chailletii","white rot","white_rot","rots"
"Stereum heterosporum","white rot","white_rot","rots"
"Stereum ochraceoflavum","white rot","white_rot","rots"
"Stereum tabacinum","white rot","white_rot","rots"
"Thelephora albobadia","white rot","white_rot","rots"
"Thelephora chailletii","white rot","white_rot","rots"
"Thelephora liliputiana","white rot","white_rot","rots"
"Thelephora ochraceoflava","white rot","white_rot","rots"
"Thelephora rosella","white rot","white_rot","rots"
"Thelephora tabacina","white rot","white_rot","rots"
"Trametes wahlbergii","white rot","white_rot","rots"
"Trechispora cohaerens","white rot","white_rot","rots"
"Trechispora confinis","white rot","white_rot","rots"
"Trechispora raduloides","white rot","white_rot","rots"
"Tyromyces delectans","white rot","white_rot","rots"
"Xylaria cubensis","white rot","white_rot","rots"
"Cerrena maxima","white rot of dead hardwoods","white_rot_of_dead_hardwoods","rots"
"Coriolus maximus","white rot of dead hardwoods","white_rot_of_dead_hardwoods","rots"
"Irpex maximus","white rot of dead hardwoods","white_rot_of_dead_hardwoods","rots"
"Polyporus maximus","white rot of dead hardwoods","white_rot_of_dead_hardwoods","rots"
"Sclerodepsis maxima","white rot of dead hardwoods","white_rot_of_dead_hardwoods","rots"
"Trametes maxima","white rot of dead hardwoods","white_rot_of_dead_hardwoods","rots"
"Xylodon maximus","white rot of dead hardwoods","white_rot_of_dead_hardwoods","rots"
"Fulvifomes rimosus","white rot; apparently an obligate parasite","white_rot _apparently_an_obligate_parasite","rots"
"Phellinus rimosus","white rot; apparently an obligate parasite","white_rot _apparently_an_obligate_parasite","rots"
"Polyporus rimosus","white rot; apparently an obligate parasite","white_rot _apparently_an_obligate_parasite","rots"
"Hydnum paradoxum","white rot; not a pathogen","white_rot _not_a_pathogen","rots"
"Irpex paradoxus","white rot; not a pathogen","white_rot _not_a_pathogen","rots"
"Schizopora paradoxa","white rot; not a pathogen","white_rot _not_a_pathogen","rots"
"Hyphodontia apacheriensis","white rot; not conclusively pathogenic","white_rot _not_conclusively_pathogenic","rots"
"Poria apacheriensis","white rot; not conclusively pathogenic","white_rot _not_conclusively_pathogenic","rots"
"Schizopora apacheriensis","white rot; not conclusively pathogenic","white_rot _not_conclusively_pathogenic","rots"
"Xylodon apacheriensis","white rot; not conclusively pathogenic","white_rot _not_conclusively_pathogenic","rots"
"Corticium porosum","white rot; pathogenicity toward live trees uncertain","white_rot _pathogenicity_toward_live_trees_uncertain","rots"
"Gloeocystidiellum porosum","white rot; pathogenicity toward live trees uncertain","white_rot _pathogenicity_toward_live_trees_uncertain","rots"
"Gloeocystidium porosum","white rot; pathogenicity toward live trees uncertain","white_rot _pathogenicity_toward_live_trees_uncertain","rots"
"Terana porosa","white rot; pathogenicity toward live trees uncertain","white_rot _pathogenicity_toward_live_trees_uncertain","rots"
"Bjerkandera spumea","white rot?","white_rot?","rots"
"Boletus spumeus","white rot?","white_rot?","rots"
"Diacanthodes novoguineensis","white rot?","white_rot?","rots"
"Inodermus spumeus","white rot?","white_rot?","rots"
"Leptoporus spumeus","white rot?","white_rot?","rots"
"Polyporus novo-guineensis","white rot?","white_rot?","rots"
"Polyporus novoguineensis","white rot?","white_rot?","rots"
"Polyporus spumeus","white rot?","white_rot?","rots"
"Polystictus spumeus","white rot?","white_rot?","rots"
"Sarcodontia spumea","white rot?","white_rot?","rots"
"Spongipellis spumeus","white rot?","white_rot?","rots"
"Tyromyces spumeus","white rot?","white_rot?","rots"
"Inonotus patouillardii","white-heart,sap rot","white-heart sap_rot","rots"
"Polystictus patouillardii","white-heart,sap rot","white-heart sap_rot","rots"
"Inonotus baumii","wood rot","wood_rot","rots"
"Phellinus baumii","wood rot","wood_rot","rots"
"Fomes demidoffii","wood rot.  can be a serious parasite","wood_rot.__can_be_a_serious_parasite","rots"
"Fulvifomes demidoffii","wood rot.  can be a serious parasite","wood_rot.__can_be_a_serious_parasite","rots"
"Inonotus demidoffii","wood rot.  can be a serious parasite","wood_rot.__can_be_a_serious_parasite","rots"
"Phellinus demidoffii","wood rot.  can be a serious parasite","wood_rot.__can_be_a_serious_parasite","rots"
"Polyporus demidoffii","wood rot.  can be a serious parasite","wood_rot.__can_be_a_serious_parasite","rots"
"Polyporus juniperinus","wood rot.  can be a serious parasite","wood_rot.__can_be_a_serious_parasite","rots"
"Pyrofomes demidoffii","wood rot.  can be a serious parasite","wood_rot.__can_be_a_serious_parasite","rots"
"Scindalma demidoffii","wood rot.  can be a serious parasite","wood_rot.__can_be_a_serious_parasite","rots"
"Trametes demidoffii","wood rot.  can be a serious parasite","wood_rot.__can_be_a_serious_parasite","rots"
"Xanthochrous demidoffii","wood rot.  can be a serious parasite","wood_rot.__can_be_a_serious_parasite","rots"
"Scytalidium ganodermophthorum","yellow rot of ganoderma","yellow_rot_of_ganoderma","rots"
"Xylogone ganodermophthora","yellow rot of ganoderma","yellow_rot_of_ganoderma","rots"
"Calostilbe striispora","bark rot,  bonnygate disease of banana","bark_rot bonnygate_disease_of_banana","rots "
"Cucurbitaria striispora","bark rot,  bonnygate disease of banana","bark_rot bonnygate_disease_of_banana","rots "
"Macbridella striispora","bark rot,  bonnygate disease of banana","bark_rot bonnygate_disease_of_banana","rots "
"Nectria striispora","bark rot,  bonnygate disease of banana","bark_rot bonnygate_disease_of_banana","rots "
"Gymnopus fusipes","root rot, crown dieback","root_rot crown_dieback","rots dieback"
"Dendrophagus colossus","white rot, root rot, yellowing, dieback","white_rot root_rot yellowing dieback","rots dieback"
"Ganoderma colossus","white rot, root rot, yellowing, dieback","white_rot root_rot yellowing dieback","rots dieback"
"Polyporus colossus","white rot, root rot, yellowing, dieback","white_rot root_rot yellowing dieback","rots dieback"
"Tomophagus colossus","white rot, root rot, yellowing, dieback","white_rot root_rot yellowing dieback","rots dieback"
"Lasiodiplodia hormozganensis","root necrosis, dieback, wilt","root_necrosis dieback wilt","rots dieback wilts"
"Choanephora persicaria","gilbertella rot - fruit rot; spots coalescing to cover fruit","gilbertella_rot_-_fruit_rot _spots_coalescing_to_cover_fruit","rots fruit_spots"
"Choanephora persicaria var. indica","gilbertella rot - fruit rot; spots coalescing to cover fruit","gilbertella_rot_-_fruit_rot _spots_coalescing_to_cover_fruit","rots fruit_spots"
"Gilbertella persicaria","gilbertella rot - fruit rot; spots coalescing to cover fruit","gilbertella_rot_-_fruit_rot _spots_coalescing_to_cover_fruit","rots fruit_spots"
"Gilbertella persicaria var. indica","gilbertella rot - fruit rot; spots coalescing to cover fruit","gilbertella_rot_-_fruit_rot _spots_coalescing_to_cover_fruit","rots fruit_spots"
"Ascochyta pinodella","black stem, foot rot, leaf ,pod spot","black_stem foot_rot leaf_spots pod_spot","rots fruit_spots leaf_spots"
"Peyronellaea pinodella","black stem, foot rot, leaf ,pod spot","black_stem foot_rot leaf_spots pod_spot","rots fruit_spots leaf_spots"
"Phoma pinodella","black stem, foot rot, leaf ,pod spot","black_stem foot_rot leaf_spots pod_spot","rots fruit_spots leaf_spots"
"Diplodia macrospora","dry rot, leaf lesions","dry_rot leaf_lesions","rots leaf_lesions"
"Macrodiplodia macrospora","dry rot, leaf lesions","dry_rot leaf_lesions","rots leaf_lesions"
"Stenocarpella macrospora","dry rot, leaf lesions","dry_rot leaf_lesions","rots leaf_lesions"
"Greeneria uvicola","bitter rot,ripe rot of grapes, necrotic fleck of grapevine","bitter_rot ripe_rot_of_grapes necrotic_fleck_of_grapevine","rots leaf_spots"
"Phoma uvicola","bitter rot,ripe rot of grapes, necrotic fleck of grapevine","bitter_rot ripe_rot_of_grapes necrotic_fleck_of_grapevine","rots leaf_spots"
"Phyllostictina uvicola","bitter rot,ripe rot of grapes, necrotic fleck of grapevine","bitter_rot ripe_rot_of_grapes necrotic_fleck_of_grapevine","rots leaf_spots"
"Ascochyta caricae","black leathery fruit rot, trunk rot, brown or white leaf spot","black_leathery_fruit_rot trunk_rot brown_or_white_leaf_spots","rots leaf_spots"
"Ascochyta caricae-papayae","black leathery fruit rot, trunk rot, brown or white leaf spot","black_leathery_fruit_rot trunk_rot brown_or_white_leaf_spots","rots leaf_spots"
"Phoma caricae","black leathery fruit rot, trunk rot, brown or white leaf spot","black_leathery_fruit_rot trunk_rot brown_or_white_leaf_spots","rots leaf_spots"
"Phoma caricae-papayae","black leathery fruit rot, trunk rot, brown or white leaf spot","black_leathery_fruit_rot trunk_rot brown_or_white_leaf_spots","rots leaf_spots"
"Calonectria angustata","crown,basal rot, leaf spot","crown basal_rot leaf_spots","rots leaf_spots"
"Cylindrocladium angustatum","crown,basal rot, leaf spot","crown basal_rot leaf_spots","rots leaf_spots"
"Fusarium equiseti","culm,root rot, leaf spot","culm root_rot leaf_spots","rots leaf_spots"
"Selenosporium equiseti","culm,root rot, leaf spot","culm root_rot leaf_spots","rots leaf_spots"
"Cylindrocladiella camelliae","cutting,root rots, leaf spot","cutting root_rots leaf_spots","rots leaf_spots"
"Cylindrocladium camelliae","cutting,root rots, leaf spot","cutting root_rots leaf_spots","rots leaf_spots"
"Calonectria spathulata","cutting rot, leaf spot","cutting_rot leaf_spots","rots leaf_spots"
"Cephalosporium proliferatum","foot rot, fruit rot, leaf spot","foot_rot fruit_rot leaf_spots","rots leaf_spots"
"Fusarium proliferatum","foot rot, fruit rot, leaf spot","foot_rot fruit_rot leaf_spots","rots leaf_spots"
"Cochliobolus bicolor","foot rot, leaf spot","foot_rot leaf_spots","rots leaf_spots"
"Alternaria gaisen","fruit rot, leaf spot","fruit_rot leaf_spots","rots leaf_spots"
"Alternaria kikuchiana","fruit rot, leaf spot","fruit_rot leaf_spots","rots leaf_spots"
"Mycosphaerella caricae","fruit rot, leaf spot,stem rot","fruit_rot leaf_spots stem_rot","rots leaf_spots"
"Stagonosporopsis caricae","fruit rot, leaf spot,stem rot","fruit_rot leaf_spots stem_rot","rots leaf_spots"
"Diaporthe perseae","fruit rot, leaf spot, trunk rot","fruit_rot leaf_spots trunk_rot","rots leaf_spots"
"Gliocladium fimbriatum","necrosis/decay, leaf spot","necrosis decay leaf_spots","rots leaf_spots"
"Myrothecium verrucaria","necrosis/decay, leaf spot","necrosis decay leaf_spots","rots leaf_spots"
"Peziza verrucaria","necrosis/decay, leaf spot","necrosis decay leaf_spots","rots leaf_spots"
"Fusarium sporotrichioides","root rot, leaf spot, dieback","root_rot leaf_spots dieback","rots leaf_spots dieback"
"Fusarium sporotrichioides var. chlamydosporum","root rot, leaf spot, dieback","root_rot leaf_spots dieback","rots leaf_spots dieback"
"Colletotrichum fioriniae","endophytic, also causing fruit rot, leaf spot, fruit rot","endophytic also_causing_fruit_rot leaf_spots fruit_rot","rots leaf_spots endophytic"
"Glomerella fioriniae","endophytic, also causing fruit rot, leaf spot, fruit rot","endophytic also_causing_fruit_rot leaf_spots fruit_rot","rots leaf_spots endophytic"
"Calonectria macroconidialis","cutting rot, leaf spot, root rot, wilt","cutting_rot leaf_spots root_rot wilt","rots leaf_spots wilts"
"Neocosmospora rubicola","root rot, stem rot, lesions, yellowing","root_rot stem_rot lesions yellowing","rots lesions"
"Eremothecium coryli","dry rot, lesions, pod spot","dry_rot lesions pod_spot","rots lesions fruit_spots"
"Nematospora coryli","dry rot, lesions, pod spot","dry_rot lesions pod_spot","rots lesions fruit_spots"
"Botryotinia fuckeliana","botrytis rot,  grey mould, stem rot, seedling wilt, fruit rot","botrytis_rot grey_mould stem_rot seedling_wilt fruit_rot","rots molds wilts"
"Botrytis cinerea","botrytis rot,  grey mould, stem rot, seedling wilt, fruit rot","botrytis_rot grey_mould stem_rot seedling_wilt fruit_rot","rots molds wilts"
"Peziza fuckeliana","botrytis rot,  grey mould, stem rot, seedling wilt, fruit rot","botrytis_rot grey_mould stem_rot seedling_wilt fruit_rot","rots molds wilts"
"Sclerotinia fuckeliana","botrytis rot,  grey mould, stem rot, seedling wilt, fruit rot","botrytis_rot grey_mould stem_rot seedling_wilt fruit_rot","rots molds wilts"
"Aspergillus glaucus","fruit rots,food spoilage","fruit_rots food_spoilage","rots post_harvest_disease"
"Aspergillus glaucus var. repens","fruit rots,food spoilage","fruit_rots food_spoilage","rots post_harvest_disease"
"Eurotium herbariorum","fruit rots,food spoilage","fruit_rots food_spoilage","rots post_harvest_disease"
"Mucor herbariorum","fruit rots,food spoilage","fruit_rots food_spoilage","rots post_harvest_disease"
"Aspergillopsis nigra","primarily fruit rot,related food spoilage","primarily_fruit_rot related_food_spoilage","rots post_harvest_disease"
"Aspergillus niger","primarily fruit rot,related food spoilage","primarily_fruit_rot related_food_spoilage","rots post_harvest_disease"
"Aspergillus niger f. pulverulentus","primarily fruit rot,related food spoilage","primarily_fruit_rot related_food_spoilage","rots post_harvest_disease"
"Aspergillus niger var. awamori","primarily fruit rot,related food spoilage","primarily_fruit_rot related_food_spoilage","rots post_harvest_disease"
"Aspergillus niger var. ficuum","primarily fruit rot,related food spoilage","primarily_fruit_rot related_food_spoilage","rots post_harvest_disease"
"Aspergillus niger var. phoenicis","primarily fruit rot,related food spoilage","primarily_fruit_rot related_food_spoilage","rots post_harvest_disease"
"Aspergillus niger var. pulverulentus","primarily fruit rot,related food spoilage","primarily_fruit_rot related_food_spoilage","rots post_harvest_disease"
"Aspergillus niger var. tubingensis","primarily fruit rot,related food spoilage","primarily_fruit_rot related_food_spoilage","rots post_harvest_disease"
"Rhopalocystis nigra","primarily fruit rot,related food spoilage","primarily_fruit_rot related_food_spoilage","rots post_harvest_disease"
"Sterigmatocystis nigra","primarily fruit rot,related food spoilage","primarily_fruit_rot related_food_spoilage","rots post_harvest_disease"
"Aspergillus flavus","secondary pathogen of some plants.  rots of fruit,food where it produces highly carcinogenic chemicals","secondary_pathogen_of_some_plants.__rots_of_fruit food_where_it_produces_highly_carcinogenic_chemicals","rots post_harvest_disease"
"Aspergillus flavus subsp. parasiticus","secondary pathogen of some plants.  rots of fruit,food where it produces highly carcinogenic chemicals","secondary_pathogen_of_some_plants.__rots_of_fruit food_where_it_produces_highly_carcinogenic_chemicals","rots post_harvest_disease"
"Aspergillus flavus var. oryzae","secondary pathogen of some plants.  rots of fruit,food where it produces highly carcinogenic chemicals","secondary_pathogen_of_some_plants.__rots_of_fruit food_where_it_produces_highly_carcinogenic_chemicals","rots post_harvest_disease"
"Aspergillus flavus var. pallidus","secondary pathogen of some plants.  rots of fruit,food where it produces highly carcinogenic chemicals","secondary_pathogen_of_some_plants.__rots_of_fruit food_where_it_produces_highly_carcinogenic_chemicals","rots post_harvest_disease"
"Aspergillus japonicus","fruit rot; also a saprobe","fruit_rot _also_a_saprobe","rots saprobe"
"Aspergillus japonicus var. aculeatus","fruit rot; also a saprobe","fruit_rot _also_a_saprobe","rots saprobe"
"Fomes robiniae","opportunistic pathogen causing heart rot; also a saprobe","opportunistic_pathogen_causing_heart_rot _also_a_saprobe","rots saprobe"
"Fulvifomes robiniae","opportunistic pathogen causing heart rot; also a saprobe","opportunistic_pathogen_causing_heart_rot _also_a_saprobe","rots saprobe"
