"Genus","Species","Variety","Name","CBS","SporeType","SporeName","SporeDim1_min2","SporeDim1_min","SporeDim1_max","SporeDim1_max2","SporeDim2_min2","SporeDim2_min","SporeDim2_max","SporeDim2_max2","Spore_units","SporeArea","Diameter1","Diameter2","Diam_units","ColonyArea","Comments","Growing_days","Temperature","Media","ColonyComments","Phylum","spore_width","spore_length"
"Cochliobolus","geniculatus","","Cochliobolus geniculatus","173.56","asexual","conidia",NA,18,37,48,NA,8,14,NA,"um",237.582944427728,3.5,3.5,"cm",9.62112750161874,"",5,25,"OA","","Ascomycota",NA,NA
"Cochliobolus","lunatus","","Cochliobolus lunatus","144.63","asexual","conidia",NA,20,30,NA,NA,9,15,NA,"um",235.619449019234,6,6,"cm",28.2743338823081,"",5,25,"OA","","Ascomycota",NA,NA
"Cochliobolus","sativus","","Cochliobolus sativus","510.65","asexual","conidia",NA,60,100,NA,NA,18,23,NA,"um",1288.05298797182,5.5,5.5,"cm",23.7582944427728,"",10,20,"OA","","Ascomycota",NA,NA
"Cochliobolus","spicifer","","Cochliobolus spicifer","","asexual","conidia",NA,25,40,NA,NA,9,20,NA,"um",370.118884501047,3,3,"cm",7.06858347057703,"",5,20,"OA","","Ascomycota",NA,NA
"Colletotrichum","dematium","","Colletotrichum dematium","","asexual","conidia",NA,18,30,NA,NA,3,5,NA,"um",75.398223686155,4.5,4.8,"cm",16.9646003293849,"",4,24,"MEA/OA","","Ascomycota",NA,NA
"Conidiobolus","coronatus","","Conidiobolus coronatus","","asexual","conidia",NA,15,20,NA,NA,9,14,NA,"um",158.061380383736,4,5,"cm",15.707963267949,"",3,21,"sabouraud-glucose","","Entomophthoromycotina",NA,NA
"Coniothyrium","cerealis","","Coniothyrium cerealis","","asexual","conidia",NA,5.5,8,11,NA,1.5,2.5,NA,"um",10.6028752058656,2,2,"cm",3.14159265358979,"",10,20,"OA","","Ascomycota",NA,NA
"Corynascus","sepedonium","","Corynascus sepedonium","387.65","sexual","ascospores",11,15,20,NA,NA,6,10,NA,"um",109.955742875643,4.8,7,"cm",26.3893782901543,"",6,31,"MEA","","Ascomycota",NA,NA
"Corynascus","sepedonium","","Corynascus sepedonium","387.65","asexual","conidia",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,4.8,7,"cm",26.3893782901543,"",6,31,"MEA","","Ascomycota",NA,NA
"Ctenomyces","serratus","","Ctenomyces serratus","187.61","sexual","ascospores",NA,3.3,3.6,NA,NA,2,2.6,NA,"um",6.23213442655875,3,5,"cm",11.7809724509617,"",14,25,"phytone yeast extract","","Ascomycota",NA,NA
"Ctenomyces","serratus","","Ctenomyces serratus","187.61","asexual","conidia",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,3,5,"cm",11.7809724509617,"",14,25,"phytone yeast extract","","Ascomycota",NA,NA
"Cunninghamella","echinulata","","Cunninghamella echinulata","","sexual","zygospores",NA,30,50,NA,NA,30,50,NA,"um",1256.63706143592,3,3,"cm",7.06858347057703,"",NA,NA,"MEA","","Mucoromycotina",NA,NA
"Cunninghamella","echinulata","","Cunninghamella echinulata","","asexual","conidia",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,3,3,"cm",7.06858347057703,"",NA,NA,"MEA","","Mucoromycotina",NA,NA
"Cunninghamella","elegans","","Cunninghamella elegans","481.66","sexual","zygospores",NA,25,55,NA,NA,25,55,NA,"um",1256.63706143592,6.6,6.6,"cm",34.2119439975928,"",3,24,"MEA","","Mucoromycotina",NA,NA
"Cunninghamella","elegans","","Cunninghamella elegans","481.66","asexual","conidia",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,6.6,6.6,"cm",34.2119439975928,"",3,24,"MEA","","Mucoromycotina",NA,NA
"Cylindrocarpon","candidum","","Cylindrocarpon candidum","","sexual","ascospores",NA,12,15,NA,NA,5,6,7,"um",58.3158136322605,4,4,"cm",12.5663706143592,"",14,20,"PDA","","Ascomycota",NA,NA
"Cylindrocarpon","candidum","","Cylindrocarpon candidum","","asexual","conidia",NA,4,9,NA,NA,1.5,3,NA,"um",11.4864481396877,4,4,"cm",12.5663706143592,"",14,20,"PDA","","Ascomycota",NA,NA
"Cylindrocarpon","destructans","","Cylindrocarpon destructans","158.31","sexual","ascospores",NA,10,13,NA,NA,3,3.5,NA,"um",29.3542563569796,3,7.2,"cm",16.9646003293849,"",10,20,"PDA","","Ascomycota",NA,NA
"Cylindrocarpon","destructans","","Cylindrocarpon destructans","158.31","asexual","conidia",NA,6,10,NA,NA,3.5,4,NA,"um",23.5619449019234,3,7.2,"cm",16.9646003293849,"",10,20,"PDA","","Ascomycota",NA,NA
"Cylindrocarpon","didymum","","Cylindrocarpon didymum","159.34","asexual","conidia",NA,24,34,NA,NA,4,6,NA,"um",113.88273369263,4,4,"cm",12.5663706143592,"",7,20,"PDA","","Ascomycota",NA,NA
"Cylindrocarpon","obtusiusculum","","Cylindrocarpon obtusiusculum","182.36","sexual","ascospores",NA,12,15,NA,NA,3,4,NA,"um",37.1100632205294,4.5,4.5,"cm",15.9043128087983,"",7,20,"PDA","","Ascomycota",NA,NA
"Cylindrocarpon","obtusiusculum","","Cylindrocarpon obtusiusculum","182.36","asexual","conidia",NA,15,35,NA,NA,3.5,4.5,NA,"um",78.5398163397448,4.5,4.5,"cm",15.9043128087983,"",7,20,"PDA","","Ascomycota",NA,NA
"Cylindrocarpon","olidum","","Cylindrocarpon olidum","","asexual","conidia",NA,30,70,NA,NA,5,8,NA,"um",255.254403104171,2.5,2.5,"cm",4.90873852123405,"",7,20,"MEA","","Ascomycota",NA,NA
"Cylindrocladium","scoparium","","Cylindrocladium scoparium","217.54","asexual","conidia",NA,42,50,NA,NA,3,4,5,"um",126.449104306989,3,4.2,"cm",9.89601685880785,"",7,25,NA,"","Ascomycota",NA,NA
"Cylindrocladiella","parva","","Cylindrocladiella parva","874.68","asexual","conidia",NA,15,21,NA,NA,2,3,NA,"um",35.3429173528852,8,8,"cm",50.2654824574367,"",7,22.5,NA,"","Ascomycota",NA,NA
"Dendryphion","nanum","","Dendryphion nanum","","asexual","conidia",NA,45,90,NA,NA,10,12.5,NA,"um",596.411730329937,2.5,2.5,"cm",4.90873852123405,"",10,20,"OA","","Ascomycota",NA,NA
"Doratomyces","microsporus","","Doratomyces microsporus","209.63","asexual","conidia",NA,3,5,NA,NA,2,3,NA,"um",7.85398163397448,2.9,2.4,"cm",5.46637121724624,"",7,24,"MEA","","Ascomycota",NA,NA
"Doratomyces","nanus","","Doratomyces nanus","882.68","asexual","conidia",NA,6,8.5,NA,NA,5,6,NA,"um",31.3177517654733,1.7,2.3,"cm",3.07090681888402,"",10,20.5,"MEA","","Ascomycota",NA,NA
"Doratomyces","purpureofuscus","","Doratomyces purpureofuscus","523.63","asexual","conidia",NA,5,7,NA,NA,2.5,3.5,NA,"um",14.1371669411541,1,2,"cm",1.5707963267949,"",14,18,"MEA","","Ascomycota",NA,NA
"Doratomyces","stemonitis","","Doratomyces stemonitis","180.35","asexual","conidia",NA,6,8.5,NA,NA,4,4.5,NA,"um",24.2000809096839,1.7,2.3,"cm",3.07090681888402,"",7,23,"MEA","","Ascomycota",NA,NA
"Emericella","nidulans","","Emericella nidulans","124.59","sexual","ascospores",NA,3.8,4.5,NA,NA,3.8,4.5,NA,"um",13.5265198691126,5,6,"cm",23.5619449019234,"",14,25,"CzA","","Ascomycota",NA,NA
"Emericella","nidulans","","Emericella nidulans","124.59","asexual","conidia",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,5,6,"cm",23.5619449019234,"",14,25,"CzA","","Ascomycota",NA,NA
"Emericella","rugulosa","","Emericella rugulosa","133.6","sexual","ascospores",NA,4,4.4,NA,NA,4,4.4,NA,"um",13.854423602331,3,3.5,"cm",8.24668071567321,"",12,25,"CzA","","Ascomycota",NA,NA
"Emericella","rugulosa","","Emericella rugulosa","133.6","asexual","conidia",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,3,3.5,"cm",8.24668071567321,"",12,25,"CzA","","Ascomycota",NA,NA
"Emericellopsis","minima","","Emericellopsis minima","","sexual","ascospores",NA,4.7,6.3,NA,NA,2.4,3.8,NA,"um",13.3910386859265,5,5,"cm",19.6349540849362,"",10,24,"OA","","Ascomycota",NA,NA
"Emericellopsis","minima","","Emericellopsis minima","","asexual","conidia",NA,5.5,8.5,NA,NA,1.9,2.5,NA,"um",12.0951317163207,5,5,"cm",19.6349540849362,"",10,24,"OA","","Ascomycota",NA,NA
"Emericellopsis","terricola","","Emericellopsis terricola","245.7","sexual","ascospores",NA,6.3,8.5,NA,NA,4.1,5,NA,"um",26.4443561615921,4.7,4.7,"cm",17.3494454294496,"",10,24,"OA","","Ascomycota",NA,NA
"Emericellopsis","terricola","","Emericellopsis terricola","245.7","asexual","conidia",NA,4.7,8,NA,NA,2.1,3.2,NA,"um",13.2162875945706,4.7,4.7,"cm",17.3494454294496,"",10,24,"OA","","Ascomycota",NA,NA
"Epicoccum","nigrum","","Epicoccum nigrum","","asexual","conidia",NA,15,25,NA,NA,15,25,NA,"um",314.159265358979,6,6,"cm",28.2743338823081,"",10,20,"MEA","","Ascomycota",NA,NA
"Eupenicillium","brefeldianum","","Eupenicillium brefeldianum","170.71","asexual","conidia",NA,2,3,NA,NA,1.5,2,NA,"um",3.43611696486384,3,4,"cm",9.42477796076938,"",14,24,"CzA","","Ascomycota",NA,NA
"Eupenicillium","javanicum","","Eupenicillium javanicum","577.7","asexual","conidia",NA,2.3,3,NA,NA,1.5,2,NA,"um",3.64228398275567,3.5,4,"cm",10.9955742875643,"",13,24,"CzA","","Ascomycota",NA,NA
"Eupenicillium","lapidosum","","Eupenicillium lapidosum","","asexual","conidia",NA,2.2,3,NA,NA,1.7,2.2,NA,"um",3.98196868842506,5,6,"cm",23.5619449019234,"",14,24,"CzA/MEA","","Ascomycota",NA,NA
"Eupenicillium","shearii","","Eupenicillium shearii","","asexual","conidia",NA,2.2,3,NA,NA,2,2.5,NA,"um",4.59457925587507,2.5,3,"cm",5.89048622548086,"",14,24,NA,"","Ascomycota",NA,NA
"Eurotium","amstelodami","","Eurotium amstelodami","520.65","sexual","ascospores",NA,4.7,5,NA,NA,3.6,3.8,NA,"um",14.0939700421672,2.5,3,"cm",5.89048622548086,"",17.5,NA,"CzA","","Ascomycota",NA,NA
"Eurotium","amstelodami","","Eurotium amstelodami","520.65","asexual","conidia",NA,4.5,5,NA,NA,3.5,4,NA,"um",13.989904785517,2.5,3,"cm",5.89048622548086,"",17.5,NA,"CzA","","Ascomycota",NA,NA
"Eurotium","chevalieri","","Eurotium chevalieri","522.65/129.54","sexual","ascospores",NA,4.6,5,NA,NA,3.4,3.8,NA,"um",13.5716802635079,2.5,3,"cm",5.89048622548086,"",14,NA,"CzA","","Ascomycota",NA,NA
"Eurotium","chevalieri","","Eurotium chevalieri","522.65/129.54","asexual","conidia",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,2.5,3,"cm",5.89048622548086,"",14,NA,"CzA","","Ascomycota",NA,NA
"Eurotium","herbariorum","","Eurotium herbariorum","126.55","sexual","ascospores",NA,5,7,NA,NA,3.8,4.8,NA,"um",20.2632726156542,1,2,"cm",1.5707963267949,"",21,25,"CzA","","Ascomycota",NA,NA
"Eurotium","herbariorum","","Eurotium herbariorum","126.55","asexual","conidia",NA,5,7.5,NA,NA,5,7.5,NA,"um",30.6796157577128,1,2,"cm",1.5707963267949,"",21,25,"CzA","","Ascomycota",NA,NA
"Exophiala","jeanselmei","","Exophiala jeanselmei","537.67/526.76","asexual","conidia",NA,3.5,5,NA,NA,1.5,2.2,NA,"um",6.17519305971244,0.7,1.3,"cm",0.714712328691678,"",14,20,NA,"","Ascomycota",NA,NA
"Fusarium","acuminatum","","Fusarium acuminatum","680.74","asexual","chlamydospore",NA,7,20,NA,NA,7,20,NA,"um",143.138815279185,4.5,4.5,"cm",15.9043128087983,"",4,25,"PSA/OA","","Ascomycota",NA,NA
"Fusarium","acuminatum","","Fusarium acuminatum","680.74","sexual","ascospores",NA,22,26,NA,NA,5,6,NA,"um",103.672557568463,4.5,4.5,"cm",15.9043128087983,"",4,25,"PSA/OA","","Ascomycota",NA,NA
"Fusarium","acuminatum","","Fusarium acuminatum","680.74","asexual","conidia",NA,24,54,NA,NA,3,4.5,NA,"um",114.864481396877,4.5,4.5,"cm",15.9043128087983,"",4,25,"PSA/OA","","Ascomycota",NA,NA
"Fusarium","aquaeductuum","","Fusarium aquaeductuum","268.53","sexual","ascospores",NA,8,11,NA,NA,3.5,4.5,NA,"um",29.845130209103,0.5,0.5,"cm",0.196349540849362,"",4,25,"PSA","","Ascomycota",NA,NA
"Fusarium","aquaeductuum","","Fusarium aquaeductuum","268.53","asexual","conidia",NA,14,35,NA,NA,2,3,3.5,"um",48.1056375080937,0.5,0.5,"cm",0.196349540849362,"",4,25,"PSA","","Ascomycota",NA,NA
"Fusarium","avenaceum","","Fusarium avenaceum","121.73","asexual","sporodochial conidia",NA,45,70,NA,NA,3,4.5,NA,"um",169.351478982575,5.4,5.4,"cm",22.9022104446696,"",4,25,"PSA/OA","conidia measured from figure 133","Ascomycota",NA,NA
"Fusarium","avenaceum","","Fusarium avenaceum","121.73","asexual","conidia",NA,16,31,80,NA,3,4.5,NA,"um",69.2132131494001,5.4,5.4,"cm",22.9022104446696,"",4,25,"PSA/OA","conidia measured from figure 133","Ascomycota",NA,NA
"Fusarium","cf.eumartii","","Fusarium cf.eumartii","225.58","asexual","chlamydospore",NA,6,10,NA,NA,6,10,NA,"um",50.2654824574367,7.5,7.5,"cm",44.1786466911065,"",10,24,"OA","","Ascomycota",NA,NA
"Fusarium","cf.eumartii","","Fusarium cf.eumartii","225.58","asexual","macroconidia",36,50,85,NA,NA,5,7,8,"um",318.086256175967,7.5,7.5,"cm",44.1786466911065,"",10,24,"OA","","Ascomycota",NA,NA
"Fusarium","cf.eumartii","","Fusarium cf.eumartii","225.58","sexual","ascospores",NA,11,16,NA,NA,4.5,6,NA,"um",55.6650948307941,7.5,7.5,"cm",44.1786466911065,"",10,24,"OA","","Ascomycota",NA,NA
"Fusarium","cf.eumartii","","Fusarium cf.eumartii","225.58","asexual","conidia",NA,4,14,NA,NA,2.5,5,NA,"um",26.5071880146639,7.5,7.5,"cm",44.1786466911065,"",10,24,"OA","","Ascomycota",NA,NA
"Fusarium","chlamydosporum","","Fusarium chlamydosporum","698.74","asexual","chlamydospore",NA,7,17,NA,NA,7,17,NA,"um",113.097335529233,4.5,5.7,"cm",20.1454628911446,"",4,20,"MEA/OA","","Ascomycota",NA,NA
"Fusarium","chlamydosporum","","Fusarium chlamydosporum","698.74","asexual","macroconidia",NA,30,38,NA,NA,3,4.5,NA,"um",100.138265833175,4.5,5.7,"cm",20.1454628911446,"",4,20,"MEA/OA","","Ascomycota",NA,NA
"Fusarium","chlamydosporum","","Fusarium chlamydosporum","698.74","asexual","conidia",NA,8.5,10,15,NA,2.5,3,3.7,"um",19.9785657814226,4.5,5.7,"cm",20.1454628911446,"",4,20,"MEA/OA","","Ascomycota",NA,NA
"Fusarium","culmorum","","Fusarium culmorum","251.52","asexual","chlamydospore",NA,9,14,NA,NA,9,14,NA,"um",103.868907109313,8.5,8.5,"cm",56.7450173054656,"",4,25,"PSA/OA","","Ascomycota",NA,NA
"Fusarium","culmorum","","Fusarium culmorum","251.52","asexual","conidia",NA,30,50,NA,NA,5,7.5,NA,"um",196.349540849362,8.5,8.5,"cm",56.7450173054656,"",4,25,"PSA/OA","","Ascomycota",NA,NA
"Fusarium","dimerum","","Fusarium dimerum","187.79","asexual","chlamydospore",NA,8,12,NA,NA,8,12,NA,"um",78.5398163397448,2.7,2.7,"cm",5.7255526111674,"",4,25,"PSA/OA","","Ascomycota",NA,NA
"Fusarium","dimerum","","Fusarium dimerum","187.79","asexual","conidia",NA,15,25,NA,NA,2.5,4,NA,"um",51.0508806208341,2.7,2.7,"cm",5.7255526111674,"",4,25,"PSA/OA","","Ascomycota",NA,NA
"Fusarium","equiseti","","Fusarium equiseti","","asexual","chlamydospore",NA,7,9,NA,NA,7,9,NA,"um",50.2654824574367,5.8,5.8,"cm",26.4207942166902,"",4,25,"PSA/OA","","Ascomycota",NA,NA
"Fusarium","equiseti","","Fusarium equiseti","","asexual","conidia",NA,31,47,NA,NA,4,5,NA,"um",137.837377676252,5.8,5.8,"cm",26.4207942166902,"",4,25,"PSA/OA","","Ascomycota",NA,NA
"Fusarium","flocciferum","","Fusarium flocciferum","297.7","asexual","chlamydospore",NA,8,11,NA,NA,8,11,NA,"um",70.8821842466197,4,4,"cm",12.5663706143592,"",4,25,"PDA/MEA","","Ascomycota",NA,NA
"Fusarium","flocciferum","","Fusarium flocciferum","297.7","asexual","conidia",NA,22,35,48,NA,3.5,5,NA,"um",95.1313525415159,4,4,"cm",12.5663706143592,"",4,25,"PDA/MEA","","Ascomycota",NA,NA
"Fusarium","fujikuroi","","Fusarium fujikuroi","","asexual","macroconidia",NA,33,60,NA,NA,3,4,NA,"um",127.823551092935,NA,NA,"cm",NA,NA,NA,NA,NA,"","Ascomycota",NA,NA
"Fusarium","fujikuroi","","Fusarium fujikuroi","","asexual","microconidia",NA,8,10,NA,NA,2.5,3.3,NA,"um",20.4988920646734,NA,NA,"cm",NA,NA,NA,NA,NA,"","Ascomycota",NA,NA
"Fusarium","graminearum","","Fusarium graminearum","389.62","asexual","chlamydospore",NA,10,12,NA,NA,10,12,NA,"um",95.0331777710912,9,9,"cm",63.6172512351933,"",4,25,NA,"","Ascomycota",NA,NA
"Fusarium","graminearum","","Fusarium graminearum","389.62","sexual","ascospores",NA,18,27,NA,NA,3,4,5,"um",61.8501053675491,9,9,"cm",63.6172512351933,"",4,25,NA,"","Ascomycota",NA,NA
"Fusarium","graminearum","","Fusarium graminearum","389.62","asexual","conidia",NA,41,60,80,NA,4,5.5,NA,"um",188.397384444963,9,9,"cm",63.6172512351933,"",4,25,NA,"","Ascomycota",NA,NA
"Fusarium","incarnatum","","Fusarium incarnatum","","asexual","chlamydospore",NA,5,10,NA,NA,5,10,NA,"um",44.1786466911065,6,6,"cm",28.2743338823081,"",4,25,"PSA/OA","","Ascomycota",NA,NA
"Fusarium","incarnatum","","Fusarium incarnatum","","asexual","conidia",NA,17,40,50,NA,3,4.5,NA,"um",83.9394287131023,6,6,"cm",28.2743338823081,"",4,25,"PSA/OA","","Ascomycota",NA,NA
"Fusarium","lateritium","","Fusarium lateritium","737.74","asexual","chlamydospore",NA,7,8,NA,NA,7,8,NA,"um",44.1786466911065,2.8,2.8,"cm",6.15752160103599,"",4,25,"PSA","","Ascomycota",NA,NA
"Fusarium","lateritium","","Fusarium lateritium","737.74","sexual","ascospores",NA,13,18,NA,NA,5,8,NA,"um",79.1288649622929,2.8,2.8,"cm",6.15752160103599,"",4,25,"PSA","","Ascomycota",NA,NA
"Fusarium","lateritium","","Fusarium lateritium","737.74","asexual","conidia",NA,22,50,57,NA,3,4.5,5,"um",106.028752058656,2.8,2.8,"cm",6.15752160103599,"",4,25,"PSA","","Ascomycota",NA,NA
"Fusarium","merismoides","var. merismoides","Fusarium merismoides","186.34/179.31","asexual","chlamydospore",NA,8,12,NA,NA,8,12,NA,"um",78.5398163397448,0.9,0.9,"cm",0.636172512351933,"",4,25,NA,"","Ascomycota",NA,NA
"Fusarium","merismoides","var. merismoides","Fusarium merismoides","186.34/179.31","asexual","conidia",NA,30,45,NA,NA,3.5,5,NA,"um",125.172832291468,0.9,0.9,"cm",0.636172512351933,"",4,25,NA,"","Ascomycota",NA,NA
"Fusarium","oxysporum","","Fusarium oxysporum","242.59","asexual","chlamydospore",NA,5,15,NA,NA,5,15,NA,"um",78.5398163397448,4.5,6.5,"cm",22.9728962793754,"",4,25,NA,"","Ascomycota",NA,NA
"Fusarium","oxysporum","","Fusarium oxysporum","242.59","asexual","macroconidia",20,27,46,60,NA,3,4.5,5,"um",107.501373615026,4.5,6.5,"cm",22.9728962793754,"",4,25,NA,"","Ascomycota",NA,NA
"Fusarium","oxysporum","","Fusarium oxysporum","242.59","asexual","conidia",NA,5,12,NA,NA,2.3,3.5,NA,"um",19.3600647277471,4.5,6.5,"cm",22.9728962793754,"",4,25,NA,"","Ascomycota",NA,NA
"Fusarium","poae","","Fusarium poae","446.67","asexual","macroconidia",NA,18,38,NA,NA,3.8,7,NA,"um",118.752202305694,5.6,8.8,"cm",38.7044214922263,"",4,23.5,"MEA/OA","","Ascomycota",NA,NA
"Fusarium","poae","","Fusarium poae","446.67","asexual","conidia",NA,6,10,NA,NA,5.5,7.7,NA,"um",41.4690230273853,5.6,8.8,"cm",38.7044214922263,"",4,23.5,"MEA/OA","","Ascomycota",NA,NA
"Fusarium","proliferatum","","Fusarium proliferatum","","asexual","macroconidia",NA,27,58,NA,NA,3.3,4.5,NA,"um",130.179745583127,NA,NA,"cm",NA,NA,NA,NA,NA,"","Ascomycota",NA,NA
"Fusarium","proliferatum","","Fusarium proliferatum","","asexual","microconidia",NA,7,9,11,NA,2.2,3.2,7.5,"um",16.9646003293849,NA,NA,"cm",NA,NA,NA,NA,NA,"","Ascomycota",NA,NA
"Fusarium","redolens","","Fusarium redolens","128.73","asexual","chlamydospore",NA,6,14,NA,NA,6,14,NA,"um",78.5398163397448,4.5,4.5,"cm",15.9043128087983,"",4,25,"PSA/OA","","Ascomycota",NA,NA
"Fusarium","redolens","","Fusarium redolens","128.73","asexual","macroconidia",NA,25,38,50,NA,4,5.5,NA,"um",117.515200198343,4.5,4.5,"cm",15.9043128087983,"",4,25,"PSA/OA","","Ascomycota",NA,NA
"Fusarium","redolens","","Fusarium redolens","128.73","asexual","conidia",NA,7.5,15,NA,NA,2.5,4.2,NA,"um",29.5996932830413,4.5,4.5,"cm",15.9043128087983,"",4,25,"PSA/OA","","Ascomycota",NA,NA
"Fusarium","sacchari","","Fusarium sacchari","","asexual","conidia",NA,7,11,NA,NA,2.5,3,NA,"um",19.4386045440868,NA,NA,"cm",NA,NA,NA,NA,NA,"","Ascomycota",NA,NA
"Fusarium","sambucinum","var. sambucinum","Fusarium sambucinum","136.24","asexual","chlamydospore",NA,6,11,NA,NA,6,11,NA,"um",56.7450173054656,5.2,5.2,"cm",21.237166338267,"",4,25,"PSA/OA","","Ascomycota",NA,NA
"Fusarium","sambucinum","var. sambucinum","Fusarium sambucinum","136.24","sexual","ascospores",NA,20,28,38,NA,6,9,10,"um",141.371669411541,5.2,5.2,"cm",21.237166338267,"",4,25,"PSA/OA","","Ascomycota",NA,NA
"Fusarium","sambucinum","var. sambucinum","Fusarium sambucinum","136.24","asexual","conidia",NA,30,45,NA,NA,4,5.5,NA,"um",139.89904785517,5.2,5.2,"cm",21.237166338267,"",4,25,"PSA/OA","","Ascomycota",NA,NA
"Fusarium","solani","","Fusarium solani","","asexual","chlamydospore",NA,6,10,NA,NA,6,10,NA,"um",50.2654824574367,3.2,3.2,"cm",8.04247719318987,"",4,25,"PSA/OA","","Ascomycota",NA,NA
"Fusarium","solani","","Fusarium solani","","asexual","macroconidia",NA,28,42,NA,NA,4,6,NA,"um",137.444678594553,3.2,3.2,"cm",8.04247719318987,"",4,25,"PSA/OA","","Ascomycota",NA,NA
"Fusarium","solani","","Fusarium solani","","asexual","conidia",NA,8,16,NA,NA,2,4,5,"um",28.2743338823081,3.2,3.2,"cm",8.04247719318987,"",4,25,"PSA/OA","","Ascomycota",NA,NA
"Fusarium","sporotriochiodes","var. sporotrichiodes","Fusarium sporotriochiodes","","asexual","chlamydospore",NA,7,15,NA,NA,7,15,NA,"um",95.0331777710912,8,8.8,"cm",55.2920307031804,"",4,27.5,"MEA/OA","","Ascomycota",NA,NA
"Fusarium","sporotriochiodes","var. sporotrichiodes","Fusarium sporotriochiodes","","asexual","macroconidia",NA,29,46,NA,NA,3.7,5.3,NA,"um",132.535940073319,8,8.8,"cm",55.2920307031804,"",4,27.5,"MEA/OA","","Ascomycota",NA,NA
"Fusarium","sporotriochiodes","var. sporotrichiodes","Fusarium sporotriochiodes","","asexual","conidia",NA,6,11,16,NA,3,4,NA,"um",23.3655953610741,8,8.8,"cm",55.2920307031804,"",4,27.5,"MEA/OA","","Ascomycota",NA,NA
"Fusarium","subglutinans","","Fusarium subglutinans","","asexual","macroconidia",NA,27,54,NA,NA,3.5,4.5,NA,"um",127.234502470387,NA,NA,"cm",NA,NA,NA,NA,NA,"","Ascomycota",NA,NA
"Fusarium","subglutinans","","Fusarium subglutinans","","asexual","conidia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"cm",NA,NA,NA,NA,NA,"","Ascomycota",NA,NA
"Fusarium","tricinctum","","Fusarium tricinctum","253.5","asexual","chlamydospore",NA,7,18,NA,NA,7,18,NA,"um",122.718463030851,3.2,4,"cm",10.0530964914873,"",4,22.5,"MEA/OA","","Ascomycota",NA,NA
"Fusarium","tricinctum","","Fusarium tricinctum","253.5","asexual","macroconidia",NA,24,50,NA,NA,3.2,4.5,NA,"um",111.879968375967,3.2,4,"cm",10.0530964914873,"",4,22.5,"MEA/OA","","Ascomycota",NA,NA
"Fusarium","tricinctum","","Fusarium tricinctum","253.5","asexual","conidia",NA,8,11,14,2,4.5,7.5,NA,"um",44.7676953136545,3.2,4,"cm",10.0530964914873,"",4,22.5,"MEA/OA","","Ascomycota",NA,NA
"Fusarium","ventricosum","","Fusarium ventricosum","","asexual","chlamydospore",NA,8,12,NA,NA,8,12,NA,"um",78.5398163397448,3,3,"cm",7.06858347057703,"",4,25,"PSA/OA","","Ascomycota",NA,NA
"Fusarium","ventricosum","","Fusarium ventricosum","","sexual","ascospores",NA,14,20,NA,NA,7,10,NA,"um",113.490034610931,3,3,"cm",7.06858347057703,"",4,25,"PSA/OA","","Ascomycota",NA,NA
"Fusarium","ventricosum","","Fusarium ventricosum","","asexual","conidia",NA,24,48,NA,NA,5,8,NA,"um",183.783170235003,3,3,"cm",7.06858347057703,"",4,25,"PSA/OA","","Ascomycota",NA,NA
"Fusarium","verticillioides","","Fusarium verticillioides","","asexual","macroconidia",NA,31,58,NA,NA,2.7,3.6,NA,"um",110.093187554237,NA,NA,"cm",NA,NA,NA,NA,NA,"","Ascomycota",NA,NA
"Fusarium","verticillioides","","Fusarium verticillioides","","asexual","microconidia",NA,7,10,NA,NA,2.5,3.2,NA,"um",19.0262705083032,NA,NA,"cm",NA,NA,NA,NA,NA,"","Ascomycota",NA,NA
"Gaeumannomyces","graminis","","Gaeumannomyces graminis","350.75","sexual","ascospores",NA,80,100,NA,NA,2.5,3,NA,"um",194.386045440868,4.5,4.5,"cm",15.9043128087983,"",10,20,"MEA","","Ascomycota",NA,NA
"Gaeumannomyces","graminis","","Gaeumannomyces graminis","350.75","asexual","conidia",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,4.5,4.5,"cm",15.9043128087983,"",10,20,"MEA","","Ascomycota",NA,NA
"Gelasinospora","retispora","","Gelasinospora retispora","868.68/218.58","sexual","ascospores",NA,28,33,37,NA,14,70,20,"um",1006.09504731213,NA,NA,"cm",NA,"",NA,NA,NA,"","Ascomycota",NA,NA
"Gelasinospora","retispora","","Gelasinospora retispora","868.68/218.58","asexual","conidia",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"cm",NA,"",NA,NA,NA,"","Ascomycota",NA,NA
"Geomyces","pannorum","","Geomyces pannorum","226.74","asexual","conidia",NA,2,5,NA,NA,2,4,NA,"um",8.24668071567321,1,2,"cm",1.5707963267949,"",14,25,"phytone yeast extract","","Ascomycota",NA,NA
"Geotrichum","candidum","","Geotrichum candidum","187.67","sexual","ascospores",NA,7,10,NA,NA,6,9,NA,"um",50.0691329165873,0.5,0.7,"cm",0.274889357189107,"",1,24,NA,"","Ascomycota",NA,NA
